"dt_partition","time_frame","dataset_name","X","N","rmse_flex_model","rmse_constraint_model","rmse_tailored_flex_lm","rmse_tailored_constr_lm"
"monthly","2013-8-","dba",29,572,0.413061429325222,0.0503032201101977,0.0191805512675151,0.0255931762912028
"monthly","2013-8-","dba",30,572,0.42018647582898,0.0504616505183655,0.0192274377885502,0.0257678634144979
"monthly","2013-8-","dba",31,572,0.427173108637492,0.0505696971383683,0.0191484408665296,0.0259362898309355
"monthly","2013-8-","dba",32,572,0.433983824570581,0.0506452670180964,0.0190701690438187,0.0260989200324502
"monthly","2013-8-","dba",33,572,0.440572788789233,0.0506115265050113,0.0188750315533005,0.0261448964718769
"monthly","2013-8-","dba",34,572,0.44697395697603,0.050547705913865,0.0187423959118666,0.0261716939259065
"monthly","2013-8-","dba",35,572,0.453195081233892,0.050453084131016,0.0186606155849291,0.026172730135278
"monthly","2013-8-","dba",36,572,0.459321818431699,0.0503870175480208,0.0186027914242966,0.0262101836253867
"monthly","2013-8-","dba",37,572,0.465345801242414,0.0503109198959822,0.018493934401327,0.0262527544706669
"monthly","2013-8-","dba",38,572,0.471228109027548,0.0502073279488206,0.0183855244036194,0.026283478044519
"monthly","2013-8-","dba",39,572,0.476921839586771,0.0500473966682259,0.0183153405046842,0.0262868431335447
"monthly","2013-8-","dba",40,572,0.482478951184731,0.0498657450460706,0.0182597405364058,0.0262574857812498
"monthly","2013-8-","dba",41,572,0.487902518651742,0.049614641392579,0.0180879306142834,0.0261704243897847
"monthly","2013-8-","dba",42,572,0.49317501901247,0.0493035024671474,0.0178665943710569,0.026023094460938
"monthly","2013-8-","dba",43,572,0.498389921475719,0.0490477227436024,0.0177028825567802,0.0259077204298158
"monthly","2013-8-","dba",44,572,0.503477347303582,0.048767098342624,0.0175506532490444,0.0257837066159393
"monthly","2013-8-","dba",45,572,0.508416527842829,0.0484041048040144,0.0173095166769127,0.0255968367223333
"monthly","2013-8-","dba",46,572,0.513231887116907,0.0480030322875095,0.0170432198932584,0.025374598499979
"monthly","2013-8-","dba",47,572,0.517927815569658,0.0475973351053185,0.0168470248757329,0.0251501746284228
"monthly","2013-8-","dba",48,572,0.522572640686724,0.0471901090802356,0.0165465497081389,0.0248970104225128
"monthly","2013-8-","dba",49,572,0.52718427814978,0.0468499201275889,0.0163099656639054,0.0246868492589444
"monthly","2013-8-","dba",50,572,0.531620441779512,0.0464432695636558,0.0161168462116952,0.0243943303063333
"monthly","2013-9-","dba",2,583,0.0730469538939126,0.00988631488645974,0.010311218588708,0.00694887188670227
"monthly","2013-9-","dba",3,583,0.0944607071673773,0.014014753661368,0.0139009040073777,0.00772482386874474
"monthly","2013-9-","dba",4,583,0.116918217571598,0.0184013097361232,0.0159025398857755,0.00891057896775026
"monthly","2013-9-","dba",5,583,0.137351270895571,0.0218994240150864,0.0170607001091063,0.0102047746336652
"monthly","2013-9-","dba",6,583,0.156494175843693,0.0252254740752676,0.0183451595312569,0.0116697603777602
"monthly","2013-9-","dba",7,583,0.174550788389677,0.0281877029402424,0.0190678368212673,0.0131565579840707
"monthly","2013-9-","dba",8,583,0.191502277465278,0.0306554281388716,0.0194310156733033,0.0143516226942551
"monthly","2013-9-","dba",9,583,0.207574255823056,0.0328749179398501,0.0193869861207355,0.0154460025865215
"monthly","2013-9-","dba",10,583,0.222480161480863,0.0346350291852151,0.0190933577600104,0.0162053439372002
"monthly","2013-9-","dba",11,583,0.23651048296904,0.0362808980590943,0.019054605958072,0.0169043447373599
"monthly","2013-9-","dba",12,583,0.249666622425464,0.0375966890533999,0.0188509436273654,0.0173014472330438
"monthly","2013-9-","dba",13,583,0.262051239865169,0.0387946977096323,0.0190980351369763,0.0176455650206205
"monthly","2013-9-","dba",14,583,0.273701419815334,0.0398560560408329,0.0196463532156096,0.017919479529408
"monthly","2013-9-","dba",15,583,0.285146298918676,0.0410146697217699,0.0201099574302687,0.0184302551333365
"monthly","2013-9-","dba",16,583,0.296441910071762,0.0421664797760606,0.020171796973212,0.019052418849507
"monthly","2013-9-","dba",17,583,0.307191287386069,0.0431528705662138,0.0202147914062839,0.0195842634278953
"monthly","2013-9-","dba",18,583,0.31732737838646,0.0440606871705693,0.0206749402820324,0.0200415023003595
"monthly","2013-9-","dba",19,583,0.327365082448076,0.045032985233208,0.0209904918012049,0.0206623659789073
"monthly","2013-9-","dba",20,583,0.337217493766459,0.0460020071861034,0.0212474982963573,0.0213706878566397
"monthly","2013-9-","dba",21,583,0.346664716888073,0.0467773897161668,0.0213523389856308,0.0219187644147245
"monthly","2013-9-","dba",22,583,0.355867196096624,0.0474688117658691,0.0212800117852794,0.0224500219332606
"monthly","2013-9-","dba",23,583,0.364667541383067,0.0479611421424462,0.0211212756358417,0.0228499641923338
"monthly","2013-9-","dba",24,583,0.373284442047587,0.0484245757984841,0.0208416350991247,0.0232323365161485
"monthly","2013-9-","dba",25,583,0.381588166870497,0.0487956777087638,0.020561885041496,0.0235052968529703
"monthly","2013-9-","dba",26,583,0.389640748965175,0.0491039431565206,0.0203048239219357,0.0237764399980244
"monthly","2013-9-","dba",27,583,0.397448195361827,0.0493703994877455,0.0201073167605186,0.0239895507546166
"monthly","2013-9-","dba",28,583,0.404961465502325,0.0495527107944521,0.0200203729598699,0.0241793433907323
"monthly","2013-9-","dba",29,583,0.412266884946327,0.0496798803207529,0.0199063878044783,0.0243248151811595
"monthly","2013-9-","dba",30,583,0.419305476181638,0.0497471791630576,0.0199410431680732,0.0245076191657483
"monthly","2013-9-","dba",31,583,0.426174846187698,0.0497759956859733,0.0199266434626403,0.024655005921195
"monthly","2013-9-","dba",32,583,0.432833045480388,0.0497269033488315,0.019888729035465,0.0247330389019711
"monthly","2013-9-","dba",33,583,0.439329559977159,0.0496610893773597,0.0198824331183013,0.0248253599757699
"monthly","2013-9-","dba",34,583,0.445703055573222,0.0495719861413296,0.0198010279330331,0.0249124973179915
"monthly","2013-9-","dba",35,583,0.451831466877632,0.0494555785214058,0.0199157880151037,0.024984590546404
"monthly","2013-9-","dba",36,583,0.45786915374828,0.0493195267758247,0.0199233240963169,0.0250753611959348
"monthly","2013-9-","dba",37,583,0.463754978338893,0.049169650147105,0.0199812152580552,0.0251688005018781
"monthly","2013-9-","dba",38,583,0.469575024751891,0.0490720591374059,0.0200731437274707,0.0253136126043989
"monthly","2013-9-","dba",39,583,0.475283101554721,0.0489303503090899,0.0200467029515016,0.0254181734800559
"monthly","2013-9-","dba",40,583,0.480856127001783,0.0487322939980242,0.0199270193877123,0.0254677725920924
"monthly","2013-9-","dba",41,583,0.486261408452399,0.0485005235899375,0.0198632605043145,0.0254763323262117
"monthly","2013-9-","dba",42,583,0.491568865693247,0.0482426466405624,0.0197117141049251,0.0254378045354333
"monthly","2013-9-","dba",43,583,0.49683773993151,0.0480248606331341,0.0195364458253894,0.0254378346010485
"monthly","2013-9-","dba",44,583,0.502013638021071,0.0477971012359644,0.0193483285763783,0.0254692780642469
"monthly","2013-9-","dba",45,583,0.507032227346051,0.0475178293404799,0.0191617080153023,0.0254279674473483
"monthly","2013-9-","dba",46,583,0.511907479407216,0.0471709505342369,0.0189158929144867,0.0253258740822342
"monthly","2013-9-","dba",47,583,0.51664244259826,0.0467713340112286,0.0186470357278756,0.0251680527737018
"monthly","2013-9-","dba",48,583,0.521250164462423,0.0463803302357669,0.0184945761087168,0.0250137397377902
"monthly","2013-9-","dba",49,583,0.525895518565883,0.0460658335494196,0.0182804960380766,0.024947540380968
"monthly","2013-9-","dba",50,583,0.530376622010278,0.045727881321634,0.0181870460355678,0.02484717108759
"monthly","2014-10","dba",2,931,0.0886272950079217,0.0220388290589854,0.0268212985643041,0.0170720433179381
"monthly","2014-10","dba",3,931,0.113919609303361,0.0292150218151092,0.0268045319633303,0.021959549198581
"monthly","2014-10","dba",4,931,0.137764249118019,0.0349005908931026,0.0258296746433067,0.0260511247020275
"monthly","2014-10","dba",5,931,0.156593555156543,0.0367525079934516,0.0260976414118376,0.0261038528496511
"monthly","2014-10","dba",6,931,0.174724843315293,0.0389958700677708,0.0264660674046302,0.0268002760640997
"monthly","2014-10","dba",7,931,0.191519152306176,0.0410106848035246,0.0272734387366131,0.0274039940680815
"monthly","2014-10","dba",8,931,0.207882218982988,0.0433576034195577,0.0279249523893763,0.0284986558953642
"monthly","2014-10","dba",9,931,0.223401930663115,0.0454863477844864,0.0282894817321289,0.0294931766331105
"monthly","2014-10","dba",10,931,0.237909854638711,0.0472763894113216,0.0285834725380721,0.030292875207818
"monthly","2014-10","dba",11,931,0.251961750008256,0.0490191323331137,0.0285239763680418,0.0311454191603537
"monthly","2014-10","dba",12,931,0.265093416507855,0.0504799791592911,0.0287090538298249,0.0317436187441898
"monthly","2014-10","dba",13,931,0.277507965122832,0.0518283039071067,0.0291981273788801,0.0323316208280129
"monthly","2014-10","dba",14,931,0.289649736919305,0.053134648254776,0.0291471455586395,0.0329858495843835
"monthly","2014-10","dba",15,931,0.301338333394352,0.0544146679940265,0.0291749580782817,0.0336859426392637
"monthly","2014-10","dba",16,931,0.312508806992565,0.0555014697225427,0.0291104028817083,0.0342561304230059
"monthly","2014-10","dba",17,931,0.323183110612762,0.056412780145719,0.0289979832268909,0.0346967927513299
"monthly","2014-10","dba",18,931,0.333576061498258,0.057331891273621,0.0288639870897127,0.035251523221267
"monthly","2014-10","dba",19,931,0.343522969847182,0.0580460659689851,0.0285110861357029,0.0357190249870095
"monthly","2014-10","dba",20,931,0.352985237496687,0.0585540069182643,0.0282014099379982,0.0360164257856899
"monthly","2014-10","dba",21,931,0.362131010948426,0.0589931360210318,0.0278793958575244,0.0362726798008564
"monthly","2014-10","dba",22,931,0.370777540304129,0.0593027282412735,0.0279054632751057,0.0364003627453622
"monthly","2014-10","dba",23,931,0.379287602722005,0.0596619917132284,0.0278757500449346,0.0366217032607084
"monthly","2014-10","dba",24,931,0.387519218938974,0.0599651614164688,0.0278453953643796,0.0368477389363739
"monthly","2014-10","dba",25,931,0.395407553220754,0.060123027757003,0.0277941973252542,0.0369464316100149
"monthly","2014-10","dba",26,931,0.403110800065553,0.0602971334510896,0.0278100857941448,0.0371102813081784
"monthly","2014-10","dba",27,931,0.410635392089655,0.0604292618249392,0.0277098961585243,0.0372560800620362
"monthly","2014-10","dba",28,931,0.417958605615777,0.0605006067135637,0.0275235301090346,0.0373530032943721
"monthly","2014-10","dba",29,931,0.425049024797349,0.0604567898035569,0.0272128294123111,0.0373440582222132
"monthly","2014-10","dba",30,931,0.431929224014106,0.0603539158568106,0.0268844760142488,0.0372944843548937
"monthly","2014-10","dba",31,931,0.438579752215213,0.0601820048294137,0.0266009573790584,0.0372165315004239
"monthly","2014-10","dba",32,931,0.445003838375103,0.0599855598352783,0.0264799865078558,0.0371253774336235
"monthly","2014-10","dba",33,931,0.451288326932012,0.0597581262389089,0.0262624999903729,0.0370248873680041
"monthly","2014-10","dba",34,931,0.457430630938958,0.0595169848397737,0.0260480596951114,0.0369260418190347
"monthly","2014-10","dba",35,931,0.463461931486886,0.059288037529278,0.0258445447919103,0.0368315565774831
"monthly","2014-10","dba",36,931,0.469316946061299,0.0589889907213489,0.0255895702361123,0.036673426664779
"monthly","2014-10","dba",37,931,0.47508905880277,0.0587231365407077,0.0253489850573369,0.0365591281535133
"monthly","2014-10","dba",38,931,0.48071287223218,0.0584317093590625,0.025142488576476,0.0364512762515997
"monthly","2014-10","dba",39,931,0.486239315159816,0.0581588564963827,0.0249548355513747,0.0363589630024705
"monthly","2014-10","dba",40,931,0.49160205603426,0.0578170157790239,0.0247171243852295,0.0361903453630645
"monthly","2014-10","dba",41,931,0.49682430363838,0.0574634704267725,0.0245542143538991,0.0360275757710537
"monthly","2014-10","dba",42,931,0.501963107774779,0.0571079115488976,0.0243446125648697,0.03586489530834
"monthly","2014-10","dba",43,931,0.507004595066681,0.0567434733310294,0.0241089547710644,0.0357147170370594
"monthly","2014-10","dba",44,931,0.511933606418846,0.0563740018561702,0.0239111177342402,0.035551247900751
"monthly","2014-10","dba",45,931,0.516730956720762,0.0559757215254794,0.023738611206068,0.0353548093893563
"monthly","2014-10","dba",46,931,0.5213848113131,0.0555299175443461,0.0235742548372393,0.0351394251076581
"monthly","2014-10","dba",47,931,0.525936274990968,0.0550489410479288,0.0233520752314544,0.0348936142133877
"monthly","2014-10","dba",48,931,0.530402410794177,0.054567264955032,0.0231312676699833,0.0346454890937784
"monthly","2014-10","dba",49,931,0.534826770906939,0.0541078789412895,0.0228578397206089,0.0344181686154782
"monthly","2014-10","dba",50,931,0.539158380428789,0.053663678093253,0.0226541894086496,0.0342130977449391
"monthly","2014-11","dba",2,893,0.0780457173928484,0.0110940079805523,0.014104321472159,0.00930890469072177
"monthly","2014-11","dba",3,893,0.100562652865045,0.0164271723490167,0.0163514440075683,0.0127200662847071
"monthly","2014-11","dba",4,893,0.123033282452573,0.0203517186535213,0.0162121867257712,0.0149941868549056
"monthly","2014-11","dba",5,893,0.142614685155216,0.0231607068634029,0.0174612533048779,0.0162506946644631
"monthly","2014-11","dba",6,893,0.161612239029559,0.0260960430310685,0.0180742293541529,0.017835908253188
"monthly","2014-11","dba",7,893,0.178879344198238,0.02827779455105,0.0186346995481711,0.018724470726523
"monthly","2014-11","dba",8,893,0.195216285644292,0.0303142127241825,0.0190033725033059,0.0195990182925455
"monthly","2014-11","dba",9,893,0.210985391541193,0.032231795212464,0.0186076031926164,0.020564943155337
"monthly","2014-11","dba",10,893,0.224936266425911,0.0334691390402813,0.0191423681519714,0.0208092874400312
"monthly","2014-11","dba",11,893,0.238305981060997,0.0347176754479045,0.0196001133820809,0.0212969530027395
"monthly","2014-11","dba",12,893,0.251342241380168,0.0359615953599639,0.0195824181044104,0.0218995959373278
"monthly","2014-11","dba",13,893,0.263629894916613,0.0367983001236765,0.0191954127570216,0.0221406016299064
"monthly","2014-11","dba",14,893,0.275158228257298,0.0375462386836747,0.0193513856618807,0.0223043958338789
"monthly","2014-11","dba",15,893,0.28626770441181,0.0383437760998335,0.0196752054718411,0.0226474270992197
"monthly","2014-11","dba",16,893,0.297135199490111,0.0391827738792859,0.0198375985525595,0.0231597524700447
"monthly","2014-11","dba",17,893,0.307377402180067,0.0397741022687784,0.0201365860980532,0.0234407277150833
"monthly","2014-11","dba",18,893,0.317417059983532,0.0403683432602695,0.0201063063203386,0.0237921264187062
"monthly","2014-11","dba",19,893,0.326893368148938,0.0408154314462383,0.020360944827772,0.0239884729392268
"monthly","2014-11","dba",20,893,0.336307252970641,0.0413510459733512,0.0203492287072053,0.0243743941707431
"monthly","2014-11","dba",21,893,0.345259507941921,0.0417006913066994,0.0203730409237205,0.0245845071963291
"monthly","2014-11","dba",22,893,0.354071587543528,0.0420969805871779,0.0203241481895601,0.0248853656758107
"monthly","2014-11","dba",23,893,0.362632083390567,0.0424530024744574,0.0202229008993618,0.025203017665598
"monthly","2014-11","dba",24,893,0.370863637635932,0.0426799320524291,0.020080235366478,0.0253937851177846
"monthly","2014-11","dba",25,893,0.378810605803172,0.0428741594101233,0.0200803792501261,0.0255760066466322
"monthly","2014-11","dba",26,893,0.386476249790636,0.0429690039773756,0.0200367897560977,0.0256677692680093
"monthly","2014-11","dba",27,893,0.393932361258601,0.0429970141443236,0.0198989131582657,0.0257392906018712
"monthly","2014-11","dba",28,893,0.401122570673584,0.0429680572519006,0.019862155409194,0.0257551155260024
"monthly","2014-11","dba",29,893,0.408122554519264,0.0429371762914925,0.0199101113900269,0.0257934044922101
"monthly","2014-11","dba",30,893,0.414962576251604,0.042895451980699,0.0199577966481867,0.0258880180462422
"monthly","2014-11","dba",31,893,0.421664533533588,0.0428014096745503,0.0198344010861951,0.0259748612444879
"monthly","2014-11","dba",32,893,0.428143833400974,0.0426210144200651,0.0196641458461998,0.0259844660785211
"monthly","2014-11","dba",33,893,0.434386622250003,0.0423942607532818,0.0196224118996698,0.0259453955444279
"monthly","2014-11","dba",34,893,0.440563079099816,0.0421949980587816,0.019498156390608,0.0259301837316928
"monthly","2014-11","dba",35,893,0.446530950048525,0.0418938847877438,0.0193056634448449,0.0258043749622505
"monthly","2014-11","dba",36,893,0.452378696489154,0.0415907474904334,0.019125804510364,0.02571228260239
"monthly","2014-11","dba",37,893,0.458116209362917,0.0412768241859913,0.0189078060255218,0.0256106833514513
"monthly","2014-11","dba",38,893,0.463673734364772,0.0409119910266683,0.018719443763982,0.0254439227760958
"monthly","2014-11","dba",39,893,0.469125075134687,0.0405644408412431,0.0185685544143649,0.0253151598233774
"monthly","2014-11","dba",40,893,0.474532005907855,0.0402864275914144,0.0184511365487956,0.0252317820365799
"monthly","2014-11","dba",41,893,0.479861411803222,0.0399630050992926,0.0181605698354161,0.0251230878895292
"monthly","2014-11","dba",42,893,0.485096756439524,0.0396394111467421,0.0178559334655197,0.0250232530204796
"monthly","2014-11","dba",43,893,0.490186033734234,0.0392599536254873,0.0175080181531491,0.0248793301991304
"monthly","2014-11","dba",44,893,0.495078796333893,0.0388414959187482,0.0173086048525013,0.0247299522807804
"monthly","2014-11","dba",45,893,0.499838437029238,0.0384223902064158,0.0172141533581795,0.0245754668382788
"monthly","2014-11","dba",46,893,0.504524672226126,0.0380015496426047,0.0170707026069833,0.0244415641432133
"monthly","2014-11","dba",47,893,0.509115386071964,0.0375868635977749,0.0169614291891049,0.024281301687479
"monthly","2014-11","dba",48,893,0.5136262902244,0.0371961497885617,0.0169004877244359,0.0241283688075794
"monthly","2014-11","dba",49,893,0.518082206952782,0.0368355258714845,0.0168434505352368,0.0240168090427427
"monthly","2014-11","dba",50,893,0.522513212031813,0.0365144955489346,0.0167528967005301,0.0239569961256296
"monthly","2014-12","dba",2,927,0.0726815466469435,0.00877271787019656,0.00920797714617124,0.00869850692884548
"monthly","2014-12","dba",3,927,0.0939018142217249,0.0108805928337141,0.0109651265888597,0.00945309524797389
"monthly","2014-12","dba",4,927,0.114506188016963,0.0132289385984307,0.0123383178877097,0.0102373840469519
"monthly","2014-12","dba",5,927,0.133848044426841,0.0156620663406746,0.0137061783408403,0.0110091020467017
"monthly","2014-12","dba",6,927,0.1523870141893,0.0183339555532093,0.0151667940885692,0.0121404328771587
"monthly","2014-12","dba",7,927,0.17004826279389,0.0207482838742263,0.0159785403150278,0.0131592146494345
"monthly","2014-12","dba",8,927,0.186983970000767,0.0229255302460713,0.0160607230437046,0.0141340711995573
"monthly","2014-12","dba",9,927,0.202796584762099,0.0249171274753435,0.0162531027141767,0.015054499228512
"monthly","2014-12","dba",10,927,0.217742085030521,0.0266145997257075,0.0159944126140047,0.0157960580082374
"monthly","2014-12","dba",11,927,0.231792207024435,0.0280906149098723,0.0156979004914293,0.0164825610687484
"monthly","2014-12","dba",12,927,0.244828788553938,0.0293614330604289,0.0158656896249951,0.0170529636817003
"monthly","2014-12","dba",13,927,0.257251930028707,0.0304472401482029,0.0158577735132607,0.0174878094541897
"monthly","2014-12","dba",14,927,0.269019931406279,0.0313225525146207,0.0158278734836351,0.0177434510618606
"monthly","2014-12","dba",15,927,0.280241304084712,0.0321147122348829,0.0159417747980039,0.0180045557843029
"monthly","2014-12","dba",16,927,0.291152815109093,0.0329322589306529,0.0160067494313427,0.0183895093541772
"monthly","2014-12","dba",17,927,0.301362323796313,0.0335695513996694,0.0164313433315497,0.0185987297346387
"monthly","2014-12","dba",18,927,0.311338853383786,0.0342476187753673,0.0168205900229188,0.0189560170174422
"monthly","2014-12","dba",19,927,0.321067363068612,0.0349393172831327,0.0171789121689169,0.0194565969921938
"monthly","2014-12","dba",20,927,0.330623828042977,0.0355457815447342,0.0171056898639856,0.0199448821603882
"monthly","2014-12","dba",21,927,0.339922489957106,0.0361292247647551,0.0170341723013002,0.0204167619964214
"monthly","2014-12","dba",22,927,0.348725828011532,0.0365641521880453,0.0171828343149635,0.0207363648698932
"monthly","2014-12","dba",23,927,0.357297187844749,0.0370117846376092,0.0174027761884097,0.0211513617163969
"monthly","2014-12","dba",24,927,0.365583753893273,0.0373006982040956,0.0173766999010201,0.0214289103861317
"monthly","2014-12","dba",25,927,0.373657772752395,0.0375394967988961,0.0172505625605445,0.0216752876909374
"monthly","2014-12","dba",26,927,0.38153930282846,0.0377795741910259,0.017152596095971,0.0219465741092803
"monthly","2014-12","dba",27,927,0.389099180609832,0.0378882620604575,0.0170335304489407,0.0220448075654018
"monthly","2014-12","dba",28,927,0.396522639673612,0.038020497525047,0.0169038284443955,0.0222289818306377
"monthly","2014-12","dba",29,927,0.403618507064226,0.0380638795267087,0.0169315907504616,0.0223337184697077
"monthly","2014-12","dba",30,927,0.410554571963057,0.0380832200533078,0.0169319916649225,0.0224417269266443
"monthly","2014-12","dba",31,927,0.417465016222349,0.0381281714779228,0.0167189554076838,0.0225905413200488
"monthly","2014-12","dba",32,927,0.424171996323095,0.0381314176299198,0.0165491902792108,0.0227156915551575
"monthly","2014-12","dba",33,927,0.430674819771145,0.0380972882211844,0.0164439409131733,0.0228074216134983
"monthly","2014-12","dba",34,927,0.436919799000089,0.0379309175329311,0.0162875144829243,0.022779811466636
"monthly","2014-12","dba",35,927,0.443090370280749,0.037773554095949,0.0160384839921897,0.0228040474500465
"monthly","2014-12","dba",36,927,0.449085611194871,0.0376054443221114,0.0158873748742197,0.0227864536302683
"monthly","2014-12","dba",37,927,0.454922211593779,0.0373888716066487,0.0157127497848835,0.0227296919528173
"monthly","2014-12","dba",38,927,0.460612684247721,0.0371544616821608,0.0155687138601293,0.0226454341011088
"monthly","2014-12","dba",39,927,0.466185131767131,0.0368902685034651,0.0153681320422957,0.0225303639665877
"monthly","2014-12","dba",40,927,0.471588941676491,0.0366277783469454,0.0153303085473839,0.0224007553711358
"monthly","2014-12","dba",41,927,0.476971018048436,0.0364176181030742,0.0152346142075079,0.0223155616558229
"monthly","2014-12","dba",42,927,0.48220419661485,0.0361744573403635,0.0151768480275238,0.022225087095009
"monthly","2014-12","dba",43,927,0.48730916417136,0.0358987950969897,0.0151108365286583,0.0221546729509304
"monthly","2014-12","dba",44,927,0.492351280254952,0.0356529886083184,0.0150462778789848,0.0220979558582976
"monthly","2014-12","dba",45,927,0.497270400488975,0.0353758173713325,0.0149680138488906,0.0219901221996877
"monthly","2014-12","dba",46,927,0.502034383705823,0.0350419448283423,0.0148946460015403,0.0218402330638704
"monthly","2014-12","dba",47,927,0.506762935624877,0.0347462583155694,0.0147947987434291,0.0217454965388669
"monthly","2014-12","dba",48,927,0.51144821301329,0.034491017926914,0.0146991413473388,0.0216856266202535
"monthly","2014-12","dba",49,927,0.516015194309179,0.034193276080338,0.0145704387097866,0.0215787919735772
"monthly","2014-12","dba",50,927,0.520472901148071,0.0338787113348451,0.0144631665638669,0.0214440882485945
"monthly","2014-1-","dba",2,803,0.0778864669434411,0.0111313287408382,0.0110078687647463,0.00793543740699611
"monthly","2014-1-","dba",3,803,0.100016090150905,0.0158639298761616,0.0135077808293963,0.0098329405894049
"monthly","2014-1-","dba",4,803,0.121232327721563,0.0197977824879711,0.0158928164177496,0.0109625522896162
"monthly","2014-1-","dba",5,803,0.142913494090034,0.0244827951991816,0.0174693764505075,0.0135956318728015
"monthly","2014-1-","dba",6,803,0.162002667355672,0.0274892849561273,0.0180252458328383,0.0145595798113791
"monthly","2014-1-","dba",7,803,0.179828927532341,0.0305737354195459,0.0193662938659314,0.0158242121492441
"monthly","2014-1-","dba",8,803,0.196929734017864,0.0334521799227133,0.0200251012078387,0.0171680100878777
"monthly","2014-1-","dba",9,803,0.212909852137346,0.0359518159526305,0.0205225720714342,0.0182614033179259
"monthly","2014-1-","dba",10,803,0.227483321526903,0.0380846807039552,0.0215864892573933,0.0190959370347784
"monthly","2014-1-","dba",11,803,0.241607336829402,0.040247046109402,0.0225777710776312,0.0202276102733206
"monthly","2014-1-","dba",12,803,0.25536824095547,0.0422597340604434,0.0229206277028463,0.0213517917785146
"monthly","2014-1-","dba",13,803,0.268591869042913,0.0440608656310853,0.0229479418689031,0.0223969573954707
"monthly","2014-1-","dba",14,803,0.280858252655642,0.0454575534769848,0.0229579520910315,0.0230888258844965
"monthly","2014-1-","dba",15,803,0.29275988416958,0.0468121112653397,0.0228660134114405,0.023836585555942
"monthly","2014-1-","dba",16,803,0.304149390430762,0.0480083381944249,0.0227273569053808,0.0245291613347447
"monthly","2014-1-","dba",17,803,0.31490243909115,0.0489986538084983,0.0227439369081106,0.0250804760500549
"monthly","2014-1-","dba",18,803,0.325420620939,0.0499204766445355,0.0224175743519443,0.0256128178743229
"monthly","2014-1-","dba",19,803,0.335459689157501,0.050651092882631,0.0220253561017488,0.026004095396155
"monthly","2014-1-","dba",20,803,0.344953391480629,0.0512388510200067,0.0219505088300219,0.0262619585341205
"monthly","2014-1-","dba",21,803,0.354064353788926,0.0517207538501752,0.0219526877695934,0.0264672247668124
"monthly","2014-1-","dba",22,803,0.362896513917875,0.0521681780955057,0.0220145510319072,0.0266938945287243
"monthly","2014-1-","dba",23,803,0.371481187490724,0.0526290699609003,0.022187167288607,0.0269572095808922
"monthly","2014-1-","dba",24,803,0.379844928071756,0.0529681427763646,0.0221109588482888,0.0272162136039635
"monthly","2014-1-","dba",25,803,0.388030750092652,0.0532838801793746,0.0219358398235684,0.0274747615970525
"monthly","2014-1-","dba",26,803,0.395955441571736,0.0534818703097111,0.0216180340055821,0.0276623556881864
"monthly","2014-1-","dba",27,803,0.403497017680247,0.0535487616194113,0.021420299374722,0.0276835955022879
"monthly","2014-1-","dba",28,803,0.410830583780838,0.053641265450793,0.0214179169295518,0.0277792810777792
"monthly","2014-1-","dba",29,803,0.418138949714156,0.0537645375558691,0.0212002022828758,0.0279423521512386
"monthly","2014-1-","dba",30,803,0.425099783333802,0.0537512225355277,0.0210550072916519,0.0279756020184444
"monthly","2014-1-","dba",31,803,0.431828052901736,0.0536960688557182,0.0210112545599685,0.0279845653176094
"monthly","2014-1-","dba",32,803,0.438424429996493,0.05358867662405,0.0208191720200087,0.0279921184515006
"monthly","2014-1-","dba",33,803,0.444814687520255,0.0534337592317382,0.0206785933609861,0.0279773529380264
"monthly","2014-1-","dba",34,803,0.451044062924598,0.0532683750435154,0.0205931868071951,0.0279601079208511
"monthly","2014-1-","dba",35,803,0.457123335690119,0.0530445290027226,0.0203914052023774,0.0278803612043615
"monthly","2014-1-","dba",36,803,0.462981814166714,0.0527460966543976,0.020208779567956,0.0276998399467114
"monthly","2014-1-","dba",37,803,0.468750032637756,0.0524514088087279,0.0200014648815341,0.0275582113816511
"monthly","2014-1-","dba",38,803,0.474414069963145,0.0521459888678309,0.0197428395603667,0.0274106465244299
"monthly","2014-1-","dba",39,803,0.479974975208708,0.0518564220613857,0.019507333043415,0.027244688821572
"monthly","2014-1-","dba",40,803,0.485416628811657,0.0515543389223515,0.0192857283443018,0.027085031123086
"monthly","2014-1-","dba",41,803,0.490758858411614,0.0512677709073884,0.0191067294843653,0.0269559728530758
"monthly","2014-1-","dba",42,803,0.496055331222956,0.0509968913373712,0.0188656424498156,0.0268928591197818
"monthly","2014-1-","dba",43,803,0.50117241430175,0.0506752956045739,0.0187134916487984,0.0268185523273273
"monthly","2014-1-","dba",44,803,0.506159190429451,0.0503036753764642,0.018514263591896,0.0266979638771899
"monthly","2014-1-","dba",45,803,0.511043824077711,0.0499608167493287,0.0184405074289618,0.0266169917338279
"monthly","2014-1-","dba",46,803,0.515799196636028,0.0496151324284732,0.0184532191863745,0.0265400538416126
"monthly","2014-1-","dba",47,803,0.5205226844608,0.0492883329033515,0.0183746225806103,0.0264742188013469
"monthly","2014-1-","dba",48,803,0.525099944213196,0.048887399311577,0.0182480241753128,0.0263878394584503
"monthly","2014-1-","dba",49,803,0.529483806647345,0.0484128189696931,0.0181844954714201,0.0262524143782978
