"","b","X","N"
"b1560",-0.646459703680022,43,485
"b1561",-0.644255801396967,44,485
"b1562",-0.642075897675767,45,485
"b1563",-0.639910913699154,46,485
"b1564",-0.637736751361715,47,485
"b1565",-0.635581636223231,48,485
"b1566",-0.6335635394102,49,485
"b1567",-0.631559832580067,50,485
"b1568",-0.798563844969496,2,560
"b1569",-0.782062730556405,3,560
"b1570",-0.771158303199426,4,560
"b1571",-0.763145266900173,5,560
"b1572",-0.756673642119527,6,560
"b1573",-0.751162252155898,7,560
"b1574",-0.746420529255761,8,560
"b1575",-0.742128602448814,9,560
"b1576",-0.738082244440861,10,560
"b1577",-0.734249257330354,11,560
"b1578",-0.730617437643991,12,560
"b1579",-0.72708237973167,13,560
"b1580",-0.723830915107356,14,560
"b1581",-0.720714454671022,15,560
"b1582",-0.717843492504206,16,560
"b1583",-0.715124464315449,17,560
"b1584",-0.712510820377594,18,560
"b1585",-0.710017567713189,19,560
"b1586",-0.70759497135377,20,560
"b1587",-0.705187248523459,21,560
"b1588",-0.702873791139038,22,560
"b1589",-0.700569469097203,23,560
"b1590",-0.698248781491573,24,560
"b1591",-0.696058658704211,25,560
"b1592",-0.693904089768808,26,560
"b1593",-0.691842121552832,27,560
"b1594",-0.689775521096332,28,560
"b1595",-0.687716281154647,29,560
"b1596",-0.685700808649394,30,560
"b1597",-0.683708182057986,31,560
"b1598",-0.681787323344026,32,560
"b1599",-0.679843908247863,33,560
"b1600",-0.677918211174997,34,560
"b1601",-0.67597445067683,35,560
"b1602",-0.674005803397305,36,560
"b1603",-0.672084934625625,37,560
"b1604",-0.670171617415796,38,560
"b1605",-0.668250443842216,39,560
"b1606",-0.666340176163859,40,560
"b1607",-0.664436970610964,41,560
"b1608",-0.662527531439007,42,560
"b1609",-0.660579418973679,43,560
"b1610",-0.658607888643159,44,560
"b1611",-0.656701877652497,45,560
"b1612",-0.654757364748005,46,560
"b1613",-0.652789219316266,47,560
"b1614",-0.650834120149802,48,560
"b1615",-0.648916689018647,49,560
"b1616",-0.647035466056015,50,560
"b1617",-0.786105627846875,2,542
"b1618",-0.77754465142632,3,542
"b1619",-0.769391809120575,4,542
"b1620",-0.761114821641507,5,542
"b1621",-0.753664896623509,6,542
"b1622",-0.747381199869268,7,542
"b1623",-0.742091220101144,8,542
"b1624",-0.737311207277443,9,542
"b1625",-0.733174282484484,10,542
"b1626",-0.729401623373261,11,542
"b1627",-0.726105078897726,12,542
"b1628",-0.722967541398905,13,542
"b1629",-0.719836101664873,14,542
"b1630",-0.716801178751257,15,542
"b1631",-0.713863223996133,16,542
"b1632",-0.711161536067853,17,542
"b1633",-0.708393972991669,18,542
"b1634",-0.705672698220934,19,542
"b1635",-0.703068044377154,20,542
"b1636",-0.700529753485478,21,542
"b1637",-0.698011003461129,22,542
"b1638",-0.695607746917848,23,542
"b1639",-0.693364701543634,24,542
"b1640",-0.691081218056792,25,542
"b1641",-0.688946373108839,26,542
"b1642",-0.686887758949727,27,542
"b1643",-0.684856021585231,28,542
"b1644",-0.682881113602016,29,542
"b1645",-0.680896580929347,30,542
"b1646",-0.678910976989957,31,542
"b1647",-0.677016173507283,32,542
"b1648",-0.675144328398494,33,542
"b1649",-0.673275128596842,34,542
"b1650",-0.671411846672082,35,542
"b1651",-0.669560414640092,36,542
"b1652",-0.667698363431233,37,542
"b1653",-0.665880248654519,38,542
"b1654",-0.664084767867655,39,542
"b1655",-0.662291664290413,40,542
"b1656",-0.660523924346149,41,542
"b1657",-0.658731170236442,42,542
"b1658",-0.656891662799134,43,542
"b1659",-0.655084473141043,44,542
"b1660",-0.653206139901339,45,542
"b1661",-0.65134311505661,46,542
"b1662",-0.649442137205714,47,542
"b1663",-0.647531543881148,48,542
"b1664",-0.645651581551137,49,542
"b1665",-0.643770577166704,50,542
"b1666",-0.752831626862209,2,600
"b1667",-0.743126738633088,3,600
"b1668",-0.73802123466287,4,600
"b1669",-0.735453947962562,5,600
"b1670",-0.732101354851781,6,600
"b1671",-0.729005075714273,7,600
"b1672",-0.726046517937293,8,600
"b1673",-0.723311838315732,9,600
"b1674",-0.720670677458648,10,600
"b1675",-0.718194237633285,11,600
"b1676",-0.715888983193838,12,600
"b1677",-0.713640044874796,13,600
"b1678",-0.711293992147233,14,600
"b1679",-0.709096396296709,15,600
"b1680",-0.706972637372487,16,600
"b1681",-0.704880584819224,17,600
"b1682",-0.702880813906497,18,600
"b1683",-0.700877477672851,19,600
"b1684",-0.698921044263782,20,600
"b1685",-0.697084398709001,21,600
"b1686",-0.695355447612715,22,600
"b1687",-0.693626364103053,23,600
"b1688",-0.691951203116679,24,600
"b1689",-0.690308414886099,25,600
"b1690",-0.688706928514666,26,600
"b1691",-0.687124330653673,27,600
"b1692",-0.685570421010698,28,600
"b1693",-0.683980124088372,29,600
"b1694",-0.682386898228679,30,600
"b1695",-0.680800242588786,31,600
"b1696",-0.679218109781994,32,600
"b1697",-0.677634450727093,33,600
"b1698",-0.676060231394005,34,600
"b1699",-0.674517591365914,35,600
"b1700",-0.672922911242655,36,600
"b1701",-0.671340071650858,37,600
"b1702",-0.66975141069493,38,600
"b1703",-0.66816000353099,39,600
"b1704",-0.66659007611057,40,600
"b1705",-0.665018079791332,41,600
"b1706",-0.66344903695672,42,600
"b1707",-0.661844300085099,43,600
"b1708",-0.660184407330542,44,600
"b1709",-0.658525833626385,45,600
"b1710",-0.656910612966388,46,600
"b1711",-0.655276067959516,47,600
"b1712",-0.653625941521148,48,600
"b1713",-0.651959948596333,49,600
"b1714",-0.650312951149112,50,600
"b1715",-0.733717821300464,2,567
"b1716",-0.731514158342319,3,567
"b1717",-0.727177665799772,4,567
"b1718",-0.72334461240578,5,567
"b1719",-0.719285697361279,6,567
"b1720",-0.715626792670088,7,567
"b1721",-0.712356407121348,8,567
"b1722",-0.709277708128626,9,567
"b1723",-0.706072352390066,10,567
"b1724",-0.703411859915189,11,567
"b1725",-0.700902189219197,12,567
"b1726",-0.698601632290557,13,567
"b1727",-0.696358318085977,14,567
"b1728",-0.69414335492878,15,567
"b1729",-0.692069256438215,16,567
"b1730",-0.690051702876229,17,567
"b1731",-0.688102359821561,18,567
"b1732",-0.686208184397166,19,567
"b1733",-0.684412272611557,20,567
"b1734",-0.682547884851532,21,567
"b1735",-0.680826659121689,22,567
"b1736",-0.679187918925788,23,567
"b1737",-0.677527523164274,24,567
"b1738",-0.675905458490794,25,567
"b1739",-0.674288751605693,26,567
"b1740",-0.672693253773256,27,567
"b1741",-0.671122711508645,28,567
"b1742",-0.669579781094298,29,567
"b1743",-0.668055457408676,30,567
"b1744",-0.666613585183776,31,567
"b1745",-0.665185696005326,32,567
"b1746",-0.663731996121933,33,567
"b1747",-0.66228565460794,34,567
"b1748",-0.660812569163294,35,567
"b1749",-0.659329935566199,36,567
"b1750",-0.65779866177879,37,567
"b1751",-0.656272507344837,38,567
"b1752",-0.654757688240308,39,567
"b1753",-0.653217969513949,40,567
"b1754",-0.651679643469555,41,567
"b1755",-0.650154404558599,42,567
"b1756",-0.648613834321222,43,567
"b1757",-0.647061147284599,44,567
"b1758",-0.645493691960435,45,567
"b1759",-0.643957728015763,46,567
"b1760",-0.642389687376691,47,567
"b1761",-0.640768514473892,48,567
"b1762",-0.639145571775351,49,567
"b1763",-0.637514975211044,50,567
"b1764",-0.771672655147878,2,659
"b1765",-0.759695737664927,3,659
"b1766",-0.750760045328158,4,659
"b1767",-0.744189484857182,5,659
"b1768",-0.738666125882989,6,659
"b1769",-0.733828797659042,7,659
"b1770",-0.729562828085562,8,659
"b1771",-0.726074940516763,9,659
"b1772",-0.722652295559379,10,659
"b1773",-0.71941627376942,11,659
"b1774",-0.716514895820878,12,659
"b1775",-0.71361120859348,13,659
"b1776",-0.710799869321007,14,659
"b1777",-0.708086541422539,15,659
"b1778",-0.705434829959166,16,659
"b1779",-0.702826298188571,17,659
"b1780",-0.700362667108018,18,659
"b1781",-0.698073432652517,19,659
"b1782",-0.695849009868413,20,659
"b1783",-0.693745595136874,21,659
"b1784",-0.691691351446573,22,659
"b1785",-0.689741507839258,23,659
"b1786",-0.687823724872047,24,659
"b1787",-0.685944888267196,25,659
"b1788",-0.684081889731329,26,659
"b1789",-0.682215786638475,27,659
"b1790",-0.680405237437976,28,659
"b1791",-0.678633080649638,29,659
"b1792",-0.676830385449187,30,659
"b1793",-0.675116084805553,31,659
"b1794",-0.673390456873578,32,659
"b1795",-0.671740774964906,33,659
"b1796",-0.670144348426638,34,659
"b1797",-0.668580608431495,35,659
"b1798",-0.667020592707154,36,659
"b1799",-0.665414696174038,37,659
"b1800",-0.663788354353713,38,659
"b1801",-0.662174745165668,39,659
"b1802",-0.660534997928571,40,659
"b1803",-0.658906664109962,41,659
"b1804",-0.657237330825739,42,659
"b1805",-0.655616415983151,43,659
"b1806",-0.654019170625671,44,659
"b1807",-0.652441464029956,45,659
"b1808",-0.650856898681731,46,659
"b1809",-0.649278500831273,47,659
"b1810",-0.647686238836187,48,659
"b1811",-0.646081914662455,49,659
"b1812",-0.644492810944489,50,659
"b1813",-0.777471492875464,2,568
"b1814",-0.766241074468896,3,568
"b1815",-0.758029406865588,4,568
"b1816",-0.749678711985778,5,568
"b1817",-0.742751725787688,6,568
"b1818",-0.73725544166007,7,568
"b1819",-0.732457474941788,8,568
"b1820",-0.72812718065823,9,568
"b1821",-0.724072646526466,10,568
"b1822",-0.720418370019207,11,568
"b1823",-0.71694752947514,12,568
"b1824",-0.71358098544605,13,568
"b1825",-0.710416817629404,14,568
"b1826",-0.707501333832792,15,568
"b1827",-0.704647263737299,16,568
"b1828",-0.701792711972389,17,568
"b1829",-0.699056640498321,18,568
"b1830",-0.696447729274614,19,568
"b1831",-0.694004190059987,20,568
"b1832",-0.691609700500405,21,568
"b1833",-0.689330281340706,22,568
"b1834",-0.687249941788032,23,568
"b1835",-0.685201396972247,24,568
"b1836",-0.683220999253539,25,568
"b1837",-0.6812305153043,26,568
"b1838",-0.679364085671349,27,568
"b1839",-0.677546589754442,28,568
"b1840",-0.675722689695114,29,568
"b1841",-0.673889130891055,30,568
"b1842",-0.672058672660875,31,568
"b1843",-0.670259209201348,32,568
"b1844",-0.668529410140124,33,568
"b1845",-0.666806219959403,34,568
"b1846",-0.665119250953521,35,568
"b1847",-0.663393945340736,36,568
"b1848",-0.661693993455108,37,568
"b1849",-0.659977183855582,38,568
"b1850",-0.658246949037466,39,568
"b1851",-0.656510303159076,40,568
"b1852",-0.654737509265093,41,568
"b1853",-0.65296333172654,42,568
"b1854",-0.651208033577609,43,568
"b1855",-0.649464614688263,44,568
"b1856",-0.647681047963811,45,568
"b1857",-0.645899965214041,46,568
"b1858",-0.644114055360368,47,568
"b1859",-0.642284857281062,48,568
"b1860",-0.640431999747694,49,568
"b1861",-0.638570544755599,50,568
"b1862",-0.755772134975658,2,599
"b1863",-0.747707062530131,3,599
"b1864",-0.740580914925206,4,599
"b1865",-0.734688135159822,5,599
"b1866",-0.729691376333367,6,599
"b1867",-0.725039027226409,7,599
"b1868",-0.720828229646863,8,599
"b1869",-0.71718116238545,9,599
"b1870",-0.714170124599628,10,599
"b1871",-0.711211944915382,11,599
"b1872",-0.708647829459421,12,599
"b1873",-0.706195597352446,13,599
"b1874",-0.703776222170259,14,599
"b1875",-0.701430951334588,15,599
"b1876",-0.699139162278927,16,599
"b1877",-0.696996795226518,17,599
"b1878",-0.695056263642644,18,599
"b1879",-0.693103125722381,19,599
"b1880",-0.691208299388578,20,599
"b1881",-0.689323317542046,21,599
"b1882",-0.687494265591644,22,599
"b1883",-0.685779773022372,23,599
"b1884",-0.684040110912363,24,599
"b1885",-0.682362575190023,25,599
"b1886",-0.680739005468667,26,599
"b1887",-0.679065343461169,27,599
"b1888",-0.677396367551449,28,599
"b1889",-0.675712625856278,29,599
"b1890",-0.67405899476959,30,599
"b1891",-0.672409343437498,31,599
"b1892",-0.670792152685473,32,599
"b1893",-0.669225224095184,33,599
"b1894",-0.66767465086688,34,599
"b1895",-0.66611095632807,35,599
"b1896",-0.66454513577072,36,599
"b1897",-0.662987737407733,37,599
"b1898",-0.661440545856053,38,599
"b1899",-0.659887983597152,39,599
"b1900",-0.658356666899638,40,599
"b1901",-0.656805283540987,41,599
"b1902",-0.655200843276798,42,599
"b1903",-0.653584991282815,43,599
"b1904",-0.651996685728653,44,599
"b1905",-0.650366099368208,45,599
"b1906",-0.64875615022399,46,599
"b1907",-0.647119340900412,47,599
"b1908",-0.645495972963026,48,599
"b1909",-0.643853687358037,49,599
"b1910",-0.642225701634073,50,599
"b1911",-0.771253474125999,2,603
"b1912",-0.753124368631065,3,603
"b1913",-0.741290178375495,4,603
"b1914",-0.73327860257394,5,603
"b1915",-0.727484456314112,6,603
"b1916",-0.723253288998874,7,603
"b1917",-0.71932128795664,8,603
"b1918",-0.715862241776086,9,603
"b1919",-0.712793007961763,10,603
"b1920",-0.710147496721506,11,603
"b1921",-0.707703849907553,12,603
"b1922",-0.70537588840896,13,603
"b1923",-0.703139726517023,14,603
"b1924",-0.70104935124653,15,603
"b1925",-0.699151324210515,16,603
"b1926",-0.697292575853913,17,603
"b1927",-0.695536604443613,18,603
"b1928",-0.693713910145104,19,603
"b1929",-0.691871196210833,20,603
"b1930",-0.690166385991371,21,603
"b1931",-0.688515906832827,22,603
"b1932",-0.68681523715561,23,603
"b1933",-0.685049462849091,24,603
"b1934",-0.683380487410164,25,603
"b1935",-0.681709118249743,26,603
"b1936",-0.680046397063634,27,603
"b1937",-0.67843816547512,28,603
"b1938",-0.676809009739776,29,603
"b1939",-0.675214592133181,30,603
"b1940",-0.673650252191186,31,603
"b1941",-0.672174533418258,32,603
"b1942",-0.670725394846512,33,603
"b1943",-0.669252248942907,34,603
"b1944",-0.667801606356448,35,603
"b1945",-0.666365876489892,36,603
"b1946",-0.664929751433086,37,603
"b1947",-0.663473910893355,38,603
"b1948",-0.662050542783549,39,603
"b1949",-0.660615457053712,40,603
"b1950",-0.659117757555361,41,603
"b1951",-0.657582751834692,42,603
"b1952",-0.656025829044101,43,603
"b1953",-0.654475230691528,44,603
"b1954",-0.65295624917613,45,603
"b1955",-0.651434264679428,46,603
"b1956",-0.649906924741523,47,603
"b1957",-0.648393098924834,48,603
"b1958",-0.646835498739666,49,603
"b1959",-0.645220313541775,50,603
"b1960",-0.801646384625507,2,632
"b1961",-0.787197169882439,3,632
"b1962",-0.776275922040148,4,632
"b1963",-0.766915140551356,5,632
"b1964",-0.758779828316467,6,632
"b1965",-0.752294888320509,7,632
"b1966",-0.746661496555105,8,632
"b1967",-0.741729252669096,9,632
"b1968",-0.737197158169135,10,632
"b1969",-0.733163593011354,11,632
"b1970",-0.72943318426566,12,632
"b1971",-0.725820353987152,13,632
"b1972",-0.722535311984508,14,632
"b1973",-0.719444241794036,15,632
"b1974",-0.71658237379867,16,632
"b1975",-0.71385161734102,17,632
"b1976",-0.711293865772524,18,632
"b1977",-0.708926093971778,19,632
"b1978",-0.706536614508338,20,632
"b1979",-0.704225617727419,21,632
"b1980",-0.701899254864335,22,632
"b1981",-0.69966158064099,23,632
"b1982",-0.697571238484663,24,632
"b1983",-0.695613972536626,25,632
"b1984",-0.693683976176879,26,632
"b1985",-0.691770741347819,27,632
"b1986",-0.689871001076124,28,632
"b1987",-0.687982129766459,29,632
"b1988",-0.68617783549333,30,632
"b1989",-0.68437311311747,31,632
"b1990",-0.682573764968044,32,632
"b1991",-0.680749932239997,33,632
"b1992",-0.678946755712302,34,632
"b1993",-0.677204601857878,35,632
"b1994",-0.675484601196301,36,632
"b1995",-0.67378006953331,37,632
"b1996",-0.672123267808386,38,632
"b1997",-0.670524737330091,39,632
"b1998",-0.668918255487066,40,632
"b1999",-0.667341247205042,41,632
"b2000",-0.665740778490783,42,632
"b2001",-0.664117227171527,43,632
"b2002",-0.66249408972277,44,632
"b2003",-0.660859373093103,45,632
"b2004",-0.659216635601695,46,632
"b2005",-0.657569778345097,47,632
"b2006",-0.655954237071258,48,632
"b2007",-0.65431861543966,49,632
"b2008",-0.65263491702962,50,632
"b2009",-0.782589502193411,2,785
"b2010",-0.767194878136693,3,785
"b2011",-0.756987706431828,4,785
"b2012",-0.750622061158513,5,785
"b2013",-0.745260724223342,6,785
"b2014",-0.740567972621842,7,785
"b2015",-0.736314585191887,8,785
"b2016",-0.732424654483372,9,785
"b2017",-0.728796544986515,10,785
"b2018",-0.725592442234018,11,785
"b2019",-0.722565030492702,12,785
"b2020",-0.719947695777809,13,785
"b2021",-0.717497958057682,14,785
"b2022",-0.715074450437169,15,785
"b2023",-0.712787094814941,16,785
"b2024",-0.71052074161058,17,785
"b2025",-0.70836975489046,18,785
"b2026",-0.706283899769752,19,785
"b2027",-0.704254485402491,20,785
"b2028",-0.702306304322467,21,785
"b2029",-0.700450691402174,22,785
"b2030",-0.698673063541995,23,785
"b2031",-0.696955174740671,24,785
"b2032",-0.695260420947507,25,785
"b2033",-0.693555487436831,26,785
"b2034",-0.691862205534438,27,785
"b2035",-0.69025189600162,28,785
"b2036",-0.688642853665617,29,785
"b2037",-0.68706747450265,30,785
"b2038",-0.68550517425674,31,785
"b2039",-0.684001937576538,32,785
"b2040",-0.682508562814997,33,785
"b2041",-0.681020985188764,34,785
"b2042",-0.67955998813072,35,785
"b2043",-0.678133908538329,36,785
"b2044",-0.676762124905552,37,785
"b2045",-0.675395346782779,38,785
"b2046",-0.674007669365773,39,785
"b2047",-0.672600772902109,40,785
"b2048",-0.671187060181316,41,785
"b2049",-0.669809257388663,42,785
"b2050",-0.668451969822468,43,785
"b2051",-0.667126648053693,44,785
"b2052",-0.665795603156548,45,785
"b2053",-0.66447905760342,46,785
"b2054",-0.663139423528663,47,785
"b2055",-0.661814833588609,48,785
"b2056",-0.660474592631881,49,785
"b2057",-0.659144429590776,50,785
"b2058",-0.763007900376867,2,815
"b2059",-0.7582788495048,3,815
"b2060",-0.753314655542151,4,815
"b2061",-0.748112642490519,5,815
"b2062",-0.743282361317611,6,815
"b2063",-0.739118200431404,7,815
"b2064",-0.735629068585791,8,815
"b2065",-0.732329957343603,9,815
"b2066",-0.729240817498954,10,815
"b2067",-0.726546973155493,11,815
"b2068",-0.72387504061307,12,815
"b2069",-0.721386706931176,13,815
"b2070",-0.718978966395053,14,815
"b2071",-0.7165796299997,15,815
"b2072",-0.714258137120331,16,815
"b2073",-0.712026442355729,17,815
"b2074",-0.709844222183276,18,815
"b2075",-0.707787086480458,19,815
"b2076",-0.70579686826069,20,815
"b2077",-0.703854093958122,21,815
"b2078",-0.701959440901284,22,815
"b2079",-0.700113947908321,23,815
"b2080",-0.698312941489117,24,815
"b2081",-0.69652706504534,25,815
"b2082",-0.694854050293507,26,815
"b2083",-0.693197386381717,27,815
"b2084",-0.691595095083327,28,815
"b2085",-0.690057868908948,29,815
"b2086",-0.688562353160777,30,815
"b2087",-0.687060629836123,31,815
"b2088",-0.685566193887818,32,815
"b2089",-0.68408809836842,33,815
"b2090",-0.68261255937806,34,815
"b2091",-0.681158552647917,35,815
"b2092",-0.679740051990501,36,815
"b2093",-0.678366745439038,37,815
"b2094",-0.67699220486769,38,815
"b2095",-0.675616620788837,39,815
"b2096",-0.674254301255195,40,815
"b2097",-0.672898675954931,41,815
"b2098",-0.671569596717916,42,815
"b2099",-0.670243398642247,43,815
"b2100",-0.668924614710803,44,815
"b2101",-0.667603181242551,45,815
"b2102",-0.666300847247995,46,815
"b2103",-0.664982359058138,47,815
"b2104",-0.663674207197822,48,815
"b2105",-0.662396582041345,49,815
"b2106",-0.661108749992368,50,815
"b2107",-0.801973404215862,2,802
"b2108",-0.787564387822989,3,802
"b2109",-0.777077828139012,4,802
"b2110",-0.769254076625579,5,802
"b2111",-0.762858118276517,6,802
"b2112",-0.757458175974318,7,802
"b2113",-0.752916357212515,8,802
"b2114",-0.748979552403376,9,802
"b2115",-0.74524218861095,10,802
"b2116",-0.742014483188893,11,802
"b2117",-0.739182250333128,12,802
"b2118",-0.736563548230129,13,802
"b2119",-0.734018571438867,14,802
"b2120",-0.731573773628877,15,802
"b2121",-0.72907997107792,16,802
"b2122",-0.726666175371061,17,802
"b2123",-0.724368087629243,18,802
"b2124",-0.722243073779941,19,802
"b2125",-0.720222494663107,20,802
"b2126",-0.718228961538008,21,802
"b2127",-0.716323596129001,22,802
"b2128",-0.714463986850165,23,802
"b2129",-0.712696861618259,24,802
"b2130",-0.710960130671849,25,802
"b2131",-0.709222943154356,26,802
"b2132",-0.707528523818,27,802
"b2133",-0.705843342547249,28,802
"b2134",-0.704212394427741,29,802
"b2135",-0.702605862232164,30,802
"b2136",-0.701051173006841,31,802
"b2137",-0.699559028985829,32,802
"b2138",-0.698042985312094,33,802
"b2139",-0.696549360877316,34,802
"b2140",-0.695062004159454,35,802
"b2141",-0.693618982410788,36,802
"b2142",-0.692168619041287,37,802
"b2143",-0.690717590146776,38,802
"b2144",-0.68926259921815,39,802
"b2145",-0.687813404479572,40,802
"b2146",-0.686363757703715,41,802
"b2147",-0.684977767064407,42,802
"b2148",-0.683608771444125,43,802
"b2149",-0.682226864279215,44,802
"b2150",-0.680867457810963,45,802
"b2151",-0.679514805452119,46,802
"b2152",-0.678163913230035,47,802
"b2153",-0.676788715405427,48,802
"b2154",-0.675429470782414,49,802
"b2155",-0.674052146463986,50,802
"b2156",-0.785656837409299,2,626
"b2157",-0.770744781519792,3,626
"b2158",-0.761131066083098,4,626
"b2159",-0.754047428552911,5,626
"b2160",-0.747737178740218,6,626
"b2161",-0.742242007645029,7,626
"b2162",-0.737545893933868,8,626
"b2163",-0.733193687029637,9,626
"b2164",-0.729252196579322,10,626
"b2165",-0.725511780487985,11,626
"b2166",-0.721994446915998,12,626
"b2167",-0.71857788667433,13,626
"b2168",-0.715153087515531,14,626
"b2169",-0.711872003550904,15,626
"b2170",-0.70888294625554,16,626
"b2171",-0.706057114991686,17,626
"b2172",-0.703313208464534,18,626
"b2173",-0.700668517098797,19,626
"b2174",-0.698155830583581,20,626
"b2175",-0.695720579756101,21,626
"b2176",-0.693473944381161,22,626
"b2177",-0.691343985448208,23,626
"b2178",-0.689322154081168,24,626
"b2179",-0.687430840223127,25,626
"b2180",-0.685571988967365,26,626
"b2181",-0.683706848546339,27,626
"b2182",-0.681925432794608,28,626
"b2183",-0.680171209098061,29,626
"b2184",-0.678519655377442,30,626
"b2185",-0.676865067005951,31,626
"b2186",-0.675240466016909,32,626
"b2187",-0.673657569505796,33,626
"b2188",-0.672067368495647,34,626
"b2189",-0.670504346135342,35,626
"b2190",-0.66901928881311,36,626
"b2191",-0.667549247164262,37,626
"b2192",-0.666062965527825,38,626
"b2193",-0.664518990251627,39,626
"b2194",-0.662961745420598,40,626
"b2195",-0.661389145818269,41,626
"b2196",-0.659793409837154,42,626
"b2197",-0.658235164525445,43,626
"b2198",-0.6566526028533,44,626
"b2199",-0.655079677569989,45,626
"b2200",-0.653498988140903,46,626
"b2201",-0.651904016771705,47,626
"b2202",-0.65032229517362,48,626
"b2203",-0.648722954981117,49,626
"b2204",-0.647111492467775,50,626
"b2205",-0.762425136755345,2,649
"b2206",-0.747782710355545,3,649
"b2207",-0.740194268120628,4,649
"b2208",-0.734215697011575,5,649
"b2209",-0.729243437643635,6,649
"b2210",-0.724616482367186,7,649
"b2211",-0.720586364978063,8,649
"b2212",-0.71708606680672,9,649
"b2213",-0.713721521365089,10,649
"b2214",-0.710713527213289,11,649
"b2215",-0.708089191014446,12,649
"b2216",-0.705576707932073,13,649
"b2217",-0.703289197170136,14,649
"b2218",-0.701003597815342,15,649
"b2219",-0.698900138261572,16,649
"b2220",-0.696920951840215,17,649
"b2221",-0.695008929001878,18,649
"b2222",-0.69319479424647,19,649
"b2223",-0.691464568060868,20,649
"b2224",-0.689814845583313,21,649
"b2225",-0.688181590167614,22,649
"b2226",-0.68655993528173,23,649
"b2227",-0.685040851167766,24,649
"b2228",-0.683534648361127,25,649
"b2229",-0.682091567571339,26,649
"b2230",-0.68066676804946,27,649
"b2231",-0.679275511208665,28,649
"b2232",-0.677869334735796,29,649
"b2233",-0.676448661746136,30,649
"b2234",-0.675025738696203,31,649
"b2235",-0.673561059569052,32,649
"b2236",-0.672106100690372,33,649
"b2237",-0.670639671084533,34,649
"b2238",-0.669163674524365,35,649
"b2239",-0.667642641260248,36,649
"b2240",-0.666162594915414,37,649
"b2241",-0.664704800788769,38,649
"b2242",-0.663321124828632,39,649
"b2243",-0.661930662985569,40,649
"b2244",-0.660528430082222,41,649
"b2245",-0.659089589567689,42,649
"b2246",-0.657668089631893,43,649
"b2247",-0.656256896296531,44,649
"b2248",-0.654821486285426,45,649
"b2249",-0.653366674802105,46,649
"b2250",-0.651895440110938,47,649
"b2251",-0.650426497189979,48,649
"b2252",-0.648989852223061,49,649
"b2253",-0.647571651258423,50,649
"b2254",-0.792416164788679,2,572
"b2255",-0.775407195919049,3,572
"b2256",-0.764489837217137,4,572
"b2257",-0.756033468442651,5,572
"b2258",-0.748676029083565,6,572
"b2259",-0.742501112590948,7,572
"b2260",-0.7371052692914,8,572
"b2261",-0.73226290929576,9,572
"b2262",-0.728156853339571,10,572
"b2263",-0.724171021182035,11,572
"b2264",-0.720691465541894,12,572
"b2265",-0.717586692549042,13,572
"b2266",-0.714527209749594,14,572
"b2267",-0.71147131523514,15,572
"b2268",-0.708762361379846,16,572
"b2269",-0.706155492111186,17,572
"b2270",-0.703710189118225,18,572
"b2271",-0.701382261550039,19,572
"b2272",-0.699170440254833,20,572
"b2273",-0.69702948972776,21,572
"b2274",-0.69483096417979,22,572
"b2275",-0.692722947436333,23,572
"b2276",-0.690610904158701,24,572
"b2277",-0.688535868603133,25,572
"b2278",-0.686462950241351,26,572
"b2279",-0.684433075340047,27,572
"b2280",-0.682435598777986,28,572
"b2281",-0.680453360629064,29,572
"b2282",-0.678475154753887,30,572
"b2283",-0.676582861816711,31,572
"b2284",-0.674706370162198,32,572
"b2285",-0.67286690070113,33,572
"b2286",-0.671034757456085,34,572
"b2287",-0.669217780339377,35,572
"b2288",-0.667357974435998,36,572
"b2289",-0.665501592135585,37,572
"b2290",-0.663658299289063,38,572
"b2291",-0.661849995103686,39,572
"b2292",-0.660048891307026,40,572
"b2293",-0.658258843565565,41,572
"b2294",-0.656479184470642,42,572
"b2295",-0.65466639656046,43,572
"b2296",-0.652868717558769,44,572
"b2297",-0.651103252455479,45,572
"b2298",-0.649362279479971,46,572
"b2299",-0.647599029070135,47,572
"b2300",-0.645808579597535,48,572
"b2301",-0.643942700540648,49,572
"b2302",-0.642085387411183,50,572
"b2303",-0.786774693434824,2,583
"b2304",-0.773028535554757,3,583
"b2305",-0.762138759419934,4,583
"b2306",-0.754839833965851,5,583
"b2307",-0.748455922522885,6,583
"b2308",-0.743087902636215,7,583
"b2309",-0.738493865440698,8,583
"b2310",-0.734303113286379,9,583
"b2311",-0.730580635970562,10,583
"b2312",-0.726990557188699,11,583
"b2313",-0.72371441137585,12,583
"b2314",-0.720540430540521,13,583
"b2315",-0.717515114956,14,583
"b2316",-0.714561353070223,15,583
"b2317",-0.711709462881815,16,583
"b2318",-0.709080569520521,17,583
"b2319",-0.706478096701358,18,583
"b2320",-0.703887293761671,19,583
"b2321",-0.701360416239329,20,583
"b2322",-0.698995980610859,21,583
"b2323",-0.696710687509638,22,583
"b2324",-0.694617387941499,23,583
"b2325",-0.692567821918834,24,583
"b2326",-0.690533041445698,25,583
"b2327",-0.688541858092339,26,583
"b2328",-0.686538503714837,27,583
"b2329",-0.684593101271234,28,583
"b2330",-0.682670213027312,29,583
"b2331",-0.680851634512968,30,583
"b2332",-0.679063239765582,31,583
"b2333",-0.67730213258476,32,583
"b2334",-0.67555773380742,33,583
"b2335",-0.673818160802889,34,583
"b2336",-0.672083704464159,35,583
