"","b","X","N"
"b",-0.771494100401664,2,1114
"b1",-0.763385088987231,3,1114
"b2",-0.756242514570748,4,1114
"b3",-0.749968491825271,5,1114
"b4",-0.74472173932522,6,1114
"b5",-0.740458177411305,7,1114
"b6",-0.736775067339275,8,1114
"b7",-0.733427672898665,9,1114
"b8",-0.730433694379234,10,1114
"b9",-0.727498036269665,11,1114
"b10",-0.724763942379993,12,1114
"b11",-0.722059255452257,13,1114
"b12",-0.719526408867048,14,1114
"b13",-0.717126650668257,15,1114
"b14",-0.714804908554058,16,1114
"b15",-0.712636003066682,17,1114
"b16",-0.710536503170827,18,1114
"b17",-0.708524905919067,19,1114
"b18",-0.70664777398947,20,1114
"b19",-0.704804278320668,21,1114
"b20",-0.702988144439429,22,1114
"b21",-0.701226902790159,23,1114
"b22",-0.699509561580359,24,1114
"b23",-0.69781760803161,25,1114
"b24",-0.696189884607528,26,1114
"b25",-0.694616525408385,27,1114
"b26",-0.693059454850929,28,1114
"b27",-0.691530356204324,29,1114
"b28",-0.69000189917983,30,1114
"b29",-0.688473305594029,31,1114
"b30",-0.686957828369516,32,1114
"b31",-0.685508111309355,33,1114
"b32",-0.684051084674001,34,1114
"b33",-0.682626994038023,35,1114
"b34",-0.681199535692368,36,1114
"b35",-0.679776220541152,37,1114
"b36",-0.678347310859086,38,1114
"b37",-0.676931425220834,39,1114
"b38",-0.675542636511139,40,1114
"b39",-0.674188425369445,41,1114
"b40",-0.672853612100497,42,1114
"b41",-0.671521369789132,43,1114
"b42",-0.670205152742071,44,1114
"b43",-0.668893604259893,45,1114
"b44",-0.667612018009959,46,1114
"b45",-0.666354200453112,47,1114
"b46",-0.665087190216355,48,1114
"b47",-0.663840292114943,49,1114
"b48",-0.662614678083108,50,1114
"b49",-0.769899969215076,2,1089
"b50",-0.760260044314475,3,1089
"b51",-0.754087775495861,4,1089
"b52",-0.748454006001602,5,1089
"b53",-0.743761273447187,6,1089
"b54",-0.739712340415267,7,1089
"b55",-0.735866814929001,8,1089
"b56",-0.732463401006679,9,1089
"b57",-0.729372093377043,10,1089
"b58",-0.726563486055714,11,1089
"b59",-0.723836558578852,12,1089
"b60",-0.721211800415279,13,1089
"b61",-0.718747521655149,14,1089
"b62",-0.716390142805023,15,1089
"b63",-0.714183239930323,16,1089
"b64",-0.712133291734814,17,1089
"b65",-0.710166410588187,18,1089
"b66",-0.708250611995774,19,1089
"b67",-0.706393739766857,20,1089
"b68",-0.704578213996376,21,1089
"b69",-0.702841315328678,22,1089
"b70",-0.701129939209838,23,1089
"b71",-0.699447433347042,24,1089
"b72",-0.697777751780592,25,1089
"b73",-0.696125829335702,26,1089
"b74",-0.694471284323655,27,1089
"b75",-0.692854559874803,28,1089
"b76",-0.691247095905702,29,1089
"b77",-0.689669830944976,30,1089
"b78",-0.688148562486931,31,1089
"b79",-0.68663600038947,32,1089
"b80",-0.685119042870624,33,1089
"b81",-0.683595433481167,34,1089
"b82",-0.682081513224743,35,1089
"b83",-0.680561946990077,36,1089
"b84",-0.679070160748405,37,1089
"b85",-0.677571769223303,38,1089
"b86",-0.676075032375904,39,1089
"b87",-0.674577162903301,40,1089
"b88",-0.673077857746713,41,1089
"b89",-0.671604900134571,42,1089
"b90",-0.670147313757655,43,1089
"b91",-0.668683517060252,44,1089
"b92",-0.667222658268553,45,1089
"b93",-0.665797764176771,46,1089
"b94",-0.664426340935206,47,1089
"b95",-0.663049918886253,48,1089
"b96",-0.661683799050168,49,1089
"b97",-0.660342799459804,50,1089
"b98",-0.773942317122595,2,1071
"b99",-0.762906492886335,3,1071
"b100",-0.753825818704543,4,1071
"b101",-0.747971008600619,5,1071
"b102",-0.74307523749855,6,1071
"b103",-0.738420267209301,7,1071
"b104",-0.734594086117045,8,1071
"b105",-0.731272039373014,9,1071
"b106",-0.728270156727979,10,1071
"b107",-0.725534805665679,11,1071
"b108",-0.722978089731501,12,1071
"b109",-0.720634325415471,13,1071
"b110",-0.718389460863316,14,1071
"b111",-0.716172835659713,15,1071
"b112",-0.714099543227318,16,1071
"b113",-0.712044801606633,17,1071
"b114",-0.710112950126336,18,1071
"b115",-0.708274639848435,19,1071
"b116",-0.70650085345965,20,1071
"b117",-0.704731232558721,21,1071
"b118",-0.702984475883759,22,1071
"b119",-0.701289039490099,23,1071
"b120",-0.699608718259424,24,1071
"b121",-0.697990764148023,25,1071
"b122",-0.696398515340013,26,1071
"b123",-0.694819271546371,27,1071
"b124",-0.693222527698533,28,1071
"b125",-0.691613965295227,29,1071
"b126",-0.690057872547766,30,1071
"b127",-0.688561594339189,31,1071
"b128",-0.687071297527305,32,1071
"b129",-0.68558539909185,33,1071
"b130",-0.684111231265742,34,1071
"b131",-0.682634302433112,35,1071
"b132",-0.681156681310718,36,1071
"b133",-0.679669261416212,37,1071
"b134",-0.678189734259928,38,1071
"b135",-0.676706610525221,39,1071
"b136",-0.67522447765074,40,1071
"b137",-0.673744943183742,41,1071
"b138",-0.672282291659443,42,1071
"b139",-0.67081193143445,43,1071
"b140",-0.669349594200744,44,1071
"b141",-0.667884828154134,45,1071
"b142",-0.666457886078907,46,1071
"b143",-0.6650269757657,47,1071
"b144",-0.663607940146961,48,1071
"b145",-0.662210010546645,49,1071
"b146",-0.660828266670365,50,1071
"b147",-0.737636705374642,2,924
"b148",-0.725554577303566,3,924
"b149",-0.719083885235544,4,924
"b150",-0.713667895983143,5,924
"b151",-0.709355493171352,6,924
"b152",-0.705762876822417,7,924
"b153",-0.702270676488892,8,924
"b154",-0.699176492279108,9,924
"b155",-0.696506806097978,10,924
"b156",-0.693901698269717,11,924
"b157",-0.691483074005044,12,924
"b158",-0.689350934926816,13,924
"b159",-0.687233597867056,14,924
"b160",-0.685209215198821,15,924
"b161",-0.683318375843142,16,924
"b162",-0.681503751938711,17,924
"b163",-0.67979808279245,18,924
"b164",-0.678139113344566,19,924
"b165",-0.676555873634764,20,924
"b166",-0.674999491253054,21,924
"b167",-0.673468992402345,22,924
"b168",-0.671947577627578,23,924
"b169",-0.670470783367834,24,924
"b170",-0.669036575908236,25,924
"b171",-0.667593158773969,26,924
"b172",-0.666175701041845,27,924
"b173",-0.664772035327844,28,924
"b174",-0.663376008621514,29,924
"b175",-0.661992186009619,30,924
"b176",-0.660673200481944,31,924
"b177",-0.659359895232056,32,924
"b178",-0.658079225860408,33,924
"b179",-0.656816462785133,34,924
"b180",-0.655552853523715,35,924
"b181",-0.654318249320689,36,924
"b182",-0.653078256097888,37,924
"b183",-0.651857562865665,38,924
"b184",-0.650639746586451,39,924
"b185",-0.649439125059912,40,924
"b186",-0.648257401427424,41,924
"b187",-0.647072580916794,42,924
"b188",-0.645908510106598,43,924
"b189",-0.644768392651166,44,924
"b190",-0.6436400763187,45,924
"b191",-0.642512523686068,46,924
"b192",-0.641401064970082,47,924
"b193",-0.640290037582051,48,924
"b194",-0.639195275056302,49,924
"b195",-0.638114327751543,50,924
"b196",-0.774665484127449,2,897
"b197",-0.75996298752928,3,897
"b198",-0.74928142684803,4,897
"b199",-0.742192919357373,5,897
"b200",-0.737326750010326,6,897
"b201",-0.733479617297386,7,897
"b202",-0.729935739276924,8,897
"b203",-0.726740381525543,9,897
"b204",-0.723926627435764,10,897
"b205",-0.721285397588763,11,897
"b206",-0.718820980428189,12,897
"b207",-0.716500893414251,13,897
"b208",-0.714251475200604,14,897
"b209",-0.712174779353922,15,897
"b210",-0.710167916431305,16,897
"b211",-0.708285385661849,17,897
"b212",-0.706407025839677,18,897
"b213",-0.704538230543789,19,897
"b214",-0.702702552996271,20,897
"b215",-0.700865435796547,21,897
"b216",-0.699089902104009,22,897
"b217",-0.697350748445958,23,897
"b218",-0.695585881789285,24,897
"b219",-0.693807460944811,25,897
"b220",-0.692031676238984,26,897
"b221",-0.690270818858613,27,897
"b222",-0.688558342531314,28,897
"b223",-0.686824403286429,29,897
"b224",-0.68509784596142,30,897
"b225",-0.683358918257498,31,897
"b226",-0.681646420385481,32,897
"b227",-0.679990975331109,33,897
"b228",-0.678338390913574,34,897
"b229",-0.67673665298135,35,897
"b230",-0.675166151345354,36,897
"b231",-0.673617199378921,37,897
"b232",-0.672113071289233,38,897
"b233",-0.670637279496032,39,897
"b234",-0.669164406988242,40,897
"b235",-0.667737160470231,41,897
"b236",-0.666339267715177,42,897
"b237",-0.664976212614833,43,897
"b238",-0.663594070168195,44,897
"b239",-0.662240161483583,45,897
"b240",-0.660903616419112,46,897
"b241",-0.659581921245192,47,897
"b242",-0.658307457910585,48,897
"b243",-0.657020782770918,49,897
"b244",-0.655777031310347,50,897
"b245",-0.781274412428678,2,849
"b246",-0.762523217566139,3,849
"b247",-0.750389860695674,4,849
"b248",-0.742009860763748,5,849
"b249",-0.735387558776373,6,849
"b250",-0.730123659948212,7,849
"b251",-0.725710511675941,8,849
"b252",-0.721691353083991,9,849
"b253",-0.71789948932785,10,849
"b254",-0.714565862478155,11,849
"b255",-0.711578345534992,12,849
"b256",-0.708738629369128,13,849
"b257",-0.706142363517198,14,849
"b258",-0.703746129522277,15,849
"b259",-0.701462775342973,16,849
"b260",-0.699279990573667,17,849
"b261",-0.697243172983853,18,849
"b262",-0.695216897890354,19,849
"b263",-0.69328182311743,20,849
"b264",-0.691366907220123,21,849
"b265",-0.689516591173093,22,849
"b266",-0.687672766647758,23,849
"b267",-0.685824724225784,24,849
"b268",-0.684073575783357,25,849
"b269",-0.682325046524188,26,849
"b270",-0.680604591985944,27,849
"b271",-0.678959204382964,28,849
"b272",-0.677396162629973,29,849
"b273",-0.675861871800595,30,849
"b274",-0.674317982312264,31,849
"b275",-0.672767097433215,32,849
"b276",-0.671264169674487,33,849
"b277",-0.669779675237903,34,849
"b278",-0.668347850934612,35,849
"b279",-0.666900192149106,36,849
"b280",-0.665479925817283,37,849
"b281",-0.664105025245389,38,849
"b282",-0.662800666810682,39,849
"b283",-0.661506907985851,40,849
"b284",-0.660247148642308,41,849
"b285",-0.658991715491603,42,849
"b286",-0.657759474351203,43,849
"b287",-0.656534054622416,44,849
"b288",-0.655354189601547,45,849
"b289",-0.65417742455304,46,849
"b290",-0.65296644671449,47,849
"b291",-0.651738669564884,48,849
"b292",-0.650545488874663,49,849
"b293",-0.649367234683871,50,849
"b294",-0.766809349084946,2,1062
"b295",-0.756696948046891,3,1062
"b296",-0.750366853777777,4,1062
"b297",-0.745737270440157,5,1062
"b298",-0.741382825634254,6,1062
"b299",-0.737707559598893,7,1062
"b300",-0.734818047868774,8,1062
"b301",-0.732360124725366,9,1062
"b302",-0.730117202058694,10,1062
"b303",-0.727993804481199,11,1062
"b304",-0.726014195137264,12,1062
"b305",-0.724026463794233,13,1062
"b306",-0.722166893125253,14,1062
"b307",-0.720355955727412,15,1062
"b308",-0.718599832750343,16,1062
"b309",-0.71689347306768,17,1062
"b310",-0.715246025253147,18,1062
"b311",-0.713733448420505,19,1062
"b312",-0.712208990239766,20,1062
"b313",-0.710687144152802,21,1062
"b314",-0.709208677798049,22,1062
"b315",-0.707704166269073,23,1062
"b316",-0.706171108574472,24,1062
"b317",-0.704656266084875,25,1062
"b318",-0.703192103031019,26,1062
"b319",-0.701721199713916,27,1062
"b320",-0.70025998137479,28,1062
"b321",-0.698770611948549,29,1062
"b322",-0.697309387339063,30,1062
"b323",-0.695820519257753,31,1062
"b324",-0.694351687122383,32,1062
"b325",-0.692889838467924,33,1062
"b326",-0.691425421054767,34,1062
"b327",-0.689951432923875,35,1062
"b328",-0.688516482841459,36,1062
"b329",-0.687036961209318,37,1062
"b330",-0.685569278754114,38,1062
"b331",-0.684134339963594,39,1062
"b332",-0.682711897292419,40,1062
"b333",-0.681301224051276,41,1062
"b334",-0.679932831079958,42,1062
"b335",-0.678586783040671,43,1062
"b336",-0.677263430502473,44,1062
"b337",-0.675979803574159,45,1062
"b338",-0.674692886199792,46,1062
"b339",-0.673409381201641,47,1062
"b340",-0.672141083280319,48,1062
"b341",-0.670889001161595,49,1062
"b342",-0.669665837489343,50,1062
"b343",-0.774741551853765,2,886
"b344",-0.766802599924045,3,886
"b345",-0.760588761159768,4,886
"b346",-0.755057806677164,5,886
"b347",-0.750711377490391,6,886
"b348",-0.746360512120349,7,886
"b349",-0.742304682929186,8,886
"b350",-0.738454519533899,9,886
"b351",-0.734926993319165,10,886
"b352",-0.731876628456991,11,886
"b353",-0.728954404315251,12,886
"b354",-0.726169831714217,13,886
"b355",-0.723527675861586,14,886
"b356",-0.72099911609281,15,886
"b357",-0.718652365548965,16,886
"b358",-0.716475929106672,17,886
"b359",-0.714322780851934,18,886
"b360",-0.712228395607734,19,886
"b361",-0.710132710428676,20,886
"b362",-0.708090455465332,21,886
"b363",-0.7060778929281,22,886
"b364",-0.704088372192311,23,886
"b365",-0.702133998996467,24,886
"b366",-0.700211446728592,25,886
"b367",-0.698390785509053,26,886
"b368",-0.696630005999323,27,886
"b369",-0.694940387893231,28,886
"b370",-0.693276691886033,29,886
"b371",-0.691633209006669,30,886
"b372",-0.690021943661954,31,886
"b373",-0.688455337989083,32,886
"b374",-0.686924534780569,33,886
"b375",-0.685415807120301,34,886
"b376",-0.683946003492343,35,886
"b377",-0.682491795447731,36,886
"b378",-0.681062818356975,37,886
"b379",-0.679663898121803,38,886
"b380",-0.678287623500218,39,886
"b381",-0.676943237803968,40,886
"b382",-0.67558204230126,41,886
"b383",-0.674222747331012,42,886
"b384",-0.672850882784884,43,886
"b385",-0.671496312277313,44,886
"b386",-0.670155711314277,45,886
"b387",-0.66885896192055,46,886
"b388",-0.667576163814831,47,886
"b389",-0.666295993810344,48,886
"b390",-0.665053708625149,49,886
"b391",-0.663806222825542,50,886
"b392",-0.754795576604992,2,985
"b393",-0.74841528795194,3,985
"b394",-0.743497489264902,4,985
"b395",-0.739409835167525,5,985
"b396",-0.735749071973786,6,985
"b397",-0.732288990981293,7,985
"b398",-0.728986155617002,8,985
"b399",-0.725967439774081,9,985
"b400",-0.723216940788282,10,985
"b401",-0.720509228384015,11,985
"b402",-0.717961845643369,12,985
"b403",-0.715583071864391,13,985
"b404",-0.713302945983339,14,985
"b405",-0.711208057251184,15,985
"b406",-0.7092253701115,16,985
"b407",-0.707272306527991,17,985
"b408",-0.705384249536492,18,985
"b409",-0.703542429933432,19,985
"b410",-0.701737217494078,20,985
"b411",-0.699895540795397,21,985
"b412",-0.69806306438542,22,985
"b413",-0.696296404518945,23,985
"b414",-0.694576856934166,24,985
"b415",-0.692916859709798,25,985
"b416",-0.691289334525504,26,985
"b417",-0.689696750978732,27,985
"b418",-0.688099420282018,28,985
"b419",-0.686514682667877,29,985
"b420",-0.684941823162673,30,985
"b421",-0.683369395927584,31,985
"b422",-0.681819851003773,32,985
"b423",-0.680345364049181,33,985
"b424",-0.678875693093579,34,985
"b425",-0.677438376864204,35,985
"b426",-0.676007205798503,36,985
"b427",-0.674587520516335,37,985
"b428",-0.673180338359119,38,985
"b429",-0.671779706137233,39,985
"b430",-0.670406575464466,40,985
"b431",-0.669090956977865,41,985
"b432",-0.667814465659238,42,985
"b433",-0.666570507326747,43,985
"b434",-0.665360712374464,44,985
"b435",-0.66415902341679,45,985
"b436",-0.662981451168864,46,985
"b437",-0.66181421552415,47,985
"b438",-0.660642663904606,48,985
"b439",-0.6594804982312,49,985
"b440",-0.658345681696387,50,985
"b441",-0.772895641465083,2,1073
"b442",-0.758702310212656,3,1073
"b443",-0.750034412921937,4,1073
"b444",-0.744228675564231,5,1073
"b445",-0.739820327688659,6,1073
"b446",-0.736318126454763,7,1073
"b447",-0.733096940856222,8,1073
"b448",-0.730162909253555,9,1073
"b449",-0.727378512386167,10,1073
"b450",-0.724533909413103,11,1073
"b451",-0.721874100752181,12,1073
"b452",-0.719407080525939,13,1073
"b453",-0.717029928302233,14,1073
"b454",-0.71478914755289,15,1073
"b455",-0.712608033835097,16,1073
"b456",-0.710580046362233,17,1073
"b457",-0.708645430364041,18,1073
"b458",-0.706704922175284,19,1073
"b459",-0.704846634796651,20,1073
"b460",-0.703059742125599,21,1073
"b461",-0.701304615172934,22,1073
"b462",-0.69959284285829,23,1073
"b463",-0.697900120948218,24,1073
"b464",-0.696202954442931,25,1073
"b465",-0.694529801951499,26,1073
"b466",-0.692855377206305,27,1073
"b467",-0.691212952930679,28,1073
"b468",-0.689623778841629,29,1073
"b469",-0.68806109781458,30,1073
"b470",-0.68654882332991,31,1073
"b471",-0.68504217825681,32,1073
"b472",-0.683554685238805,33,1073
"b473",-0.682097259504436,34,1073
"b474",-0.680620283874778,35,1073
"b475",-0.679157872684273,36,1073
"b476",-0.677706631548975,37,1073
"b477",-0.676276588367016,38,1073
"b478",-0.674833220874083,39,1073
"b479",-0.673420332720233,40,1073
"b480",-0.672041702301763,41,1073
"b481",-0.670655714651503,42,1073
"b482",-0.669306415517206,43,1073
"b483",-0.667971213177019,44,1073
"b484",-0.666651313861162,45,1073
"b485",-0.665361396235673,46,1073
"b486",-0.664096545486907,47,1073
"b487",-0.662856175610078,48,1073
"b488",-0.661620539979663,49,1073
"b489",-0.660379921528445,50,1073
"b490",-0.77608697583902,2,976
"b491",-0.765931823212658,3,976
"b492",-0.759121676306156,4,976
"b493",-0.753100466505357,5,976
"b494",-0.747576030749911,6,976
"b495",-0.742557155075469,7,976
"b496",-0.738093268853815,8,976
"b497",-0.734194823887042,9,976
"b498",-0.730664835889656,10,976
"b499",-0.727383269579111,11,976
"b500",-0.724512283477833,12,976
"b501",-0.721721900230302,13,976
"b502",-0.719018283328299,14,976
"b503",-0.716407002129612,15,976
"b504",-0.713874705928912,16,976
"b505",-0.711505938007403,17,976
"b506",-0.709281100091151,18,976
"b507",-0.707129427491575,19,976
"b508",-0.705025599258667,20,976
"b509",-0.702998129507499,21,976
"b510",-0.701057747155713,22,976
"b511",-0.699152177161188,23,976
"b512",-0.697272643127687,24,976
"b513",-0.695425386482089,25,976
"b514",-0.693634315112217,26,976
"b515",-0.691874754987552,27,976
"b516",-0.690146631586558,28,976
"b517",-0.688390746582224,29,976
"b518",-0.686630889019798,30,976
"b519",-0.684936465824671,31,976
"b520",-0.683286167677381,32,976
"b521",-0.681636924573108,33,976
"b522",-0.680018370383647,34,976
"b523",-0.678424987296748,35,976
"b524",-0.676879177708297,36,976
"b525",-0.675358790987231,37,976
"b526",-0.673880969654158,38,976
"b527",-0.672433408980475,39,976
"b528",-0.671009644716021,40,976
"b529",-0.669614819051391,41,976
"b530",-0.668225296423709,42,976
"b531",-0.666858102073863,43,976
"b532",-0.665518329542207,44,976
"b533",-0.664175472899873,45,976
"b534",-0.662866245666568,46,976
"b535",-0.661568768792232,47,976
"b536",-0.660281120575468,48,976
"b537",-0.659017079147441,49,976
"b538",-0.657765382280731,50,976
"b539",-0.773040207107476,2,1073
"b540",-0.765203931910593,3,1073
"b541",-0.759711315063272,4,1073
"b542",-0.754806510604925,5,1073
"b543",-0.750570316304491,6,1073
"b544",-0.747043835747642,7,1073
"b545",-0.743869061743661,8,1073
"b546",-0.740702260080745,9,1073
"b547",-0.737842679493901,10,1073
"b548",-0.735068138283113,11,1073
"b549",-0.732403795840904,12,1073
"b550",-0.729860634206526,13,1073
"b551",-0.727503179681875,14,1073
"b552",-0.725278631990233,15,1073
"b553",-0.723099756587094,16,1073
"b554",-0.721027671765767,17,1073
"b555",-0.719007596484061,18,1073
"b556",-0.717062635949306,19,1073
"b557",-0.715181801220641,20,1073
"b558",-0.713357775013858,21,1073
"b559",-0.711627926911394,22,1073
"b560",-0.709911933300389,23,1073
"b561",-0.708255005971022,24,1073
"b562",-0.706607033695888,25,1073
"b563",-0.704965236262175,26,1073
"b564",-0.70332172744499,27,1073
"b565",-0.70169822698217,28,1073
"b566",-0.700102116839273,29,1073
"b567",-0.698551057130938,30,1073
"b568",-0.696997249992913,31,1073
"b569",-0.695435051616358,32,1073
"b570",-0.693871017689435,33,1073
"b571",-0.692314970543528,34,1073
"b572",-0.690786426120818,35,1073
"b573",-0.689254454424551,36,1073
"b574",-0.687750229862346,37,1073
"b575",-0.686258789565937,38,1073
"b576",-0.684784520761871,39,1073
"b577",-0.683290961011485,40,1073
"b578",-0.681812011692834,41,1073
"b579",-0.680343897547926,42,1073
"b580",-0.678874496120147,43,1073
"b581",-0.677438331338451,44,1073
"b582",-0.676040876647812,45,1073
"b583",-0.67467387738191,46,1073
"b584",-0.673331257944483,47,1073
"b585",-0.671994495636299,48,1073
"b586",-0.670678760607078,49,1073
"b587",-0.669368754363074,50,1073
"b588",-0.741242252327933,2,1543
"b589",-0.732562251718335,3,1543
"b590",-0.727105096790535,4,1543
"b591",-0.722620514102049,5,1543
"b592",-0.718908676483846,6,1543
"b593",-0.715773371417939,7,1543
"b594",-0.712862013570197,8,1543
"b595",-0.710302627760007,9,1543
"b596",-0.70790472260128,10,1543
"b597",-0.705648490363603,11,1543
"b598",-0.70344980416044,12,1543
"b599",-0.70145937195969,13,1543
"b600",-0.699554272292251,14,1543
"b601",-0.697798540322663,15,1543
"b602",-0.696084893229487,16,1543
"b603",-0.694467983423001,17,1543
"b604",-0.692914027225084,18,1543
"b605",-0.691401396828644,19,1543
"b606",-0.68995171614176,20,1543
"b607",-0.688573959595248,21,1543
"b608",-0.687209735899731,22,1543
"b609",-0.685846170033616,23,1543
"b610",-0.684480747430975,24,1543
"b611",-0.683136892708048,25,1543
"b612",-0.681795007487036,26,1543
"b613",-0.680481798377642,27,1543
"b614",-0.679157169495398,28,1543
"b615",-0.677841616498776,29,1543
"b616",-0.676521975686213,30,1543
"b617",-0.67520868354585,31,1543
"b618",-0.673914802869448,32,1543
"b619",-0.672615191319034,33,1543
"b620",-0.671334843091874,34,1543
"b621",-0.670071341535481,35,1543
"b622",-0.668823271109455,36,1543
"b623",-0.667583371297651,37,1543
"b624",-0.666365332841771,38,1543
"b625",-0.665154709661403,39,1543
"b626",-0.663967310583967,40,1543
"b627",-0.662802731914185,41,1543
"b628",-0.661666210389576,42,1543
"b629",-0.660544723509541,43,1543
"b630",-0.659418929853621,44,1543
"b631",-0.658293400228268,45,1543
"b632",-0.657168063907291,46,1543
"b633",-0.656049281321952,47,1543
"b634",-0.654949640001154,48,1543
"b635",-0.65385613479395,49,1543
"b636",-0.652765000766748,50,1543
"b637",-0.767430625824525,2,1404
"b638",-0.757889148916302,3,1404
"b639",-0.75059711805377,4,1404
"b640",-0.745219314886079,5,1404
"b641",-0.740870010123318,6,1404
"b642",-0.737517875516796,7,1404
"b643",-0.734496050384125,8,1404
"b644",-0.731699815184807,9,1404
"b645",-0.729182043429736,10,1404
"b646",-0.726815871650106,11,1404
"b647",-0.724567706653348,12,1404
"b648",-0.722411256902219,13,1404
"b649",-0.72037176573829,14,1404
"b650",-0.718313874422653,15,1404
"b651",-0.716319900072663,16,1404
"b652",-0.714408681676088,17,1404
"b653",-0.712539049320927,18,1404
"b654",-0.710714114109876,19,1404
"b655",-0.708903101581901,20,1404
"b656",-0.707148189433654,21,1404
"b657",-0.705455046386404,22,1404
"b658",-0.703796547762421,23,1404
"b659",-0.702202875785525,24,1404
"b660",-0.700645488471808,25,1404
"b661",-0.699126785252289,26,1404
"b662",-0.697630603471609,27,1404
"b663",-0.696160361189842,28,1404
"b664",-0.694719937804589,29,1404
"b665",-0.693318569243295,30,1404
"b666",-0.691933714216514,31,1404
"b667",-0.690565002087433,32,1404
"b668",-0.689228092516126,33,1404
"b669",-0.687899495230762,34,1404
"b670",-0.686605412137296,35,1404
"b671",-0.685311765705236,36,1404
"b672",-0.68402391847347,37,1404
"b673",-0.6827611868712,38,1404
"b674",-0.681523614639528,39,1404
"b675",-0.680292194295745,40,1404
"b676",-0.6790637914085,41,1404
"b677",-0.677831518155334,42,1404
"b678",-0.676608518174582,43,1404
"b679",-0.675390902626921,44,1404
"b680",-0.674173838887617,45,1404
"b681",-0.672955597774448,46,1404
"b682",-0.671754676831508,47,1404
"b683",-0.670570463160032,48,1404
"b684",-0.669378113028419,49,1404
"b685",-0.668197642465642,50,1404
"b686",-0.76630851444486,2,1242
"b687",-0.755474673737214,3,1242
"b688",-0.747539728751526,4,1242
"b689",-0.741757819675134,5,1242
"b690",-0.736803682219903,6,1242
"b691",-0.73221757573904,7,1242
"b692",-0.728176767433991,8,1242
"b693",-0.724617514897961,9,1242
"b694",-0.721407227576754,10,1242
"b695",-0.718402619081001,11,1242
"b696",-0.715617052982492,12,1242
"b697",-0.712847678036499,13,1242
"b698",-0.710288456975794,14,1242
"b699",-0.707853610844531,15,1242
"b700",-0.70552006363265,16,1242
"b701",-0.703287201451771,17,1242
"b702",-0.701160409611384,18,1242
"b703",-0.699085849239457,19,1242
"b704",-0.697050695477846,20,1242
"b705",-0.695085699371336,21,1242
"b706",-0.69318784248843,22,1242
"b707",-0.691351936148545,23,1242
"b708",-0.68960183872168,24,1242
"b709",-0.687885772482585,25,1242
"b710",-0.686219066826733,26,1242
"b711",-0.684635012302393,27,1242
"b712",-0.683103679303865,28,1242
"b713",-0.681617878467977,29,1242
"b714",-0.680133944407203,30,1242
"b715",-0.67866650230549,31,1242
"b716",-0.67721092320752,32,1242
"b717",-0.675795710297239,33,1242
"b718",-0.674398336422941,34,1242
"b719",-0.673016445501528,35,1242
"b720",-0.671639440193933,36,1242
"b721",-0.670271783786974,37,1242
"b722",-0.66890550721963,38,1242
"b723",-0.667561535709975,39,1242
"b724",-0.666221264609399,40,1242
"b725",-0.664876294224703,41,1242
"b726",-0.663561702321708,42,1242
"b727",-0.662266482701415,43,1242
"b728",-0.660974074218609,44,1242
"b729",-0.659685885225333,45,1242
"b730",-0.658389360843649,46,1242
"b731",-0.657104799327348,47,1242
"b732",-0.655808247091343,48,1242
"b733",-0.654520226726263,49,1242
"b734",-0.653252628138791,50,1242
"b735",-0.773553031894759,2,1100
"b736",-0.761569846789734,3,1100
"b737",-0.752969776992919,4,1100
"b738",-0.74685872279367,5,1100
"b739",-0.742015794651733,6,1100
"b740",-0.737741102197209,7,1100
"b741",-0.734209963267542,8,1100
"b742",-0.730923688583046,9,1100
"b743",-0.727782633088502,10,1100
"b744",-0.724889299223012,11,1100
"b745",-0.722180112584186,12,1100
"b746",-0.719643058740909,13,1100
"b747",-0.717267493713659,14,1100
"b748",-0.715038729356294,15,1100
"b749",-0.712885737858556,16,1100
"b750",-0.710808656588799,17,1100
"b751",-0.708834574662238,18,1100
"b752",-0.706993442468129,19,1100
"b753",-0.70522732621708,20,1100
"b754",-0.703475852617851,21,1100
"b755",-0.701758091827139,22,1100
"b756",-0.700185849365298,23,1100
"b757",-0.698598836816556,24,1100
"b758",-0.697087078043908,25,1100
"b759",-0.695580268194156,26,1100
"b760",-0.694101774460716,27,1100
"b761",-0.692644074399719,28,1100
"b762",-0.691202883512895,29,1100
"b763",-0.689755477920415,30,1100
"b764",-0.688300433658883,31,1100
"b765",-0.686820932084999,32,1100
"b766",-0.685351877353086,33,1100
"b767",-0.683885056251697,34,1100
"b768",-0.682426889394912,35,1100
"b769",-0.680970539240954,36,1100
"b770",-0.679538056359345,37,1100
"b771",-0.678115146332917,38,1100
"b772",-0.676689920881427,39,1100
"b773",-0.675251991407128,40,1100
"b774",-0.673792767891205,41,1100
"b775",-0.672344050265203,42,1100
"b776",-0.670897351465379,43,1100
"b777",-0.66948330648725,44,1100
"b778",-0.66805996194343,45,1100
"b779",-0.66666749313926,46,1100
"b780",-0.665283462957444,47,1100
"b781",-0.663902905078406,48,1100
"b782",-0.662542939615846,49,1100
"b783",-0.661211456258432,50,1100
"b784",-0.760505620645684,2,1242
"b785",-0.750793228185733,3,1242
"b786",-0.742634752345756,4,1242
"b787",-0.737733637924066,5,1242
"b788",-0.733059297296677,6,1242
"b789",-0.729317046736941,7,1242
"b790",-0.726028377145613,8,1242
"b791",-0.723096459595354,9,1242
"b792",-0.7203320184222,10,1242
