"","b","X","N"
"b1559",-0.619750078450575,42,485
"b1560",-0.617391807784013,43,485
"b1561",-0.61493527981324,44,485
"b1562",-0.612569093195171,45,485
"b1563",-0.610320871028918,46,485
"b1564",-0.607992390219814,47,485
"b1565",-0.605628123474186,48,485
"b1566",-0.603565668733584,49,485
"b1567",-0.601577583545426,50,485
"b1568",-0.799518388554629,2,560
"b1569",-0.781160727903402,3,560
"b1570",-0.76876203894426,4,560
"b1571",-0.759643013549695,5,560
"b1572",-0.752423543761484,6,560
"b1573",-0.746209442546789,7,560
"b1574",-0.740763821253354,8,560
"b1575",-0.735877429312985,9,560
"b1576",-0.731157653620062,10,560
"b1577",-0.726748214527829,11,560
"b1578",-0.72256084729661,12,560
"b1579",-0.718487653574463,13,560
"b1580",-0.714609569970216,14,560
"b1581",-0.710802636854825,15,560
"b1582",-0.707270629048385,16,560
"b1583",-0.703932044816222,17,560
"b1584",-0.700624236475055,18,560
"b1585",-0.697455760114357,19,560
"b1586",-0.69441590401975,20,560
"b1587",-0.691315783900551,21,560
"b1588",-0.688334667757222,22,560
"b1589",-0.685395501489704,23,560
"b1590",-0.682350798401838,24,560
"b1591",-0.679541075201595,25,560
"b1592",-0.676780658629419,26,560
"b1593",-0.674136694787253,27,560
"b1594",-0.671494438059298,28,560
"b1595",-0.668913863776177,29,560
"b1596",-0.666401456768168,30,560
"b1597",-0.663966262232065,31,560
"b1598",-0.661621826280848,32,560
"b1599",-0.65918314040185,33,560
"b1600",-0.65673226485235,34,560
"b1601",-0.654291726428217,35,560
"b1602",-0.651798724227101,36,560
"b1603",-0.649422734755064,37,560
"b1604",-0.647108347266483,38,560
"b1605",-0.644760225466021,39,560
"b1606",-0.642319453532515,40,560
"b1607",-0.639935077006333,41,560
"b1608",-0.637555857747907,42,560
"b1609",-0.635004812372647,43,560
"b1610",-0.632423220646347,44,560
"b1611",-0.629952588890801,45,560
"b1612",-0.627434882632557,46,560
"b1613",-0.624934698715713,47,560
"b1614",-0.622464206701235,48,560
"b1615",-0.620041522455125,49,560
"b1616",-0.617768463221573,50,560
"b1617",-0.782127462171031,2,542
"b1618",-0.773224688536163,3,542
"b1619",-0.764176899236572,4,542
"b1620",-0.754254793012829,5,542
"b1621",-0.745079165388635,6,542
"b1622",-0.737314358900477,7,542
"b1623",-0.730869336391907,8,542
"b1624",-0.724959371824058,9,542
"b1625",-0.719739348566065,10,542
"b1626",-0.714983987357001,11,542
"b1627",-0.710985069338226,12,542
"b1628",-0.707028835296472,13,542
"b1629",-0.703007801431906,14,542
"b1630",-0.699020995278158,15,542
"b1631",-0.695027871807099,16,542
"b1632",-0.691327618121887,17,542
"b1633",-0.687448878101175,18,542
"b1634",-0.683651581537559,19,542
"b1635",-0.680041401631438,20,542
"b1636",-0.676584078393871,21,542
"b1637",-0.67315658734096,22,542
"b1638",-0.669921141973715,23,542
"b1639",-0.66695097466704,24,542
"b1640",-0.663860585052636,25,542
"b1641",-0.660939680322139,26,542
"b1642",-0.658199710568961,27,542
"b1643",-0.655502877587612,28,542
"b1644",-0.652837913822109,29,542
"b1645",-0.650052402636584,30,542
"b1646",-0.647326684935635,31,542
"b1647",-0.644790921979734,32,542
"b1648",-0.642288796719623,33,542
"b1649",-0.639827329760924,34,542
"b1650",-0.637307984961703,35,542
"b1651",-0.634780004646999,36,542
"b1652",-0.632247512052697,37,542
"b1653",-0.629688953956443,38,542
"b1654",-0.627156497154369,39,542
"b1655",-0.624697971248239,40,542
"b1656",-0.622320812804857,41,542
"b1657",-0.619926992595967,42,542
"b1658",-0.617472369213841,43,542
"b1659",-0.615218418029814,44,542
"b1660",-0.612807293691262,45,542
"b1661",-0.610485336606059,46,542
"b1662",-0.60818827183366,47,542
"b1663",-0.605884894458421,48,542
"b1664",-0.603644958289179,49,542
"b1665",-0.601549078847968,50,542
"b1666",-0.738358429528793,2,600
"b1667",-0.724929779925325,3,600
"b1668",-0.717462457820993,4,600
"b1669",-0.713692403833585,5,600
"b1670",-0.708737683091501,6,600
"b1671",-0.704171296993799,7,600
"b1672",-0.699935163762357,8,600
"b1673",-0.696149753570762,9,600
"b1674",-0.692522148310734,10,600
"b1675",-0.689245274384464,11,600
"b1676",-0.686107485790966,12,600
"b1677",-0.683077824300832,13,600
"b1678",-0.679842226079197,14,600
"b1679",-0.676788200779601,15,600
"b1680",-0.673918142159736,16,600
"b1681",-0.671146035096996,17,600
"b1682",-0.668536345234946,18,600
"b1683",-0.665803680618575,19,600
"b1684",-0.663102034677812,20,600
"b1685",-0.66061453591802,21,600
"b1686",-0.658317617052948,22,600
"b1687",-0.655889169505654,23,600
"b1688",-0.653413808824612,24,600
"b1689",-0.650940078855565,25,600
"b1690",-0.648542628280928,26,600
"b1691",-0.646158143554637,27,600
"b1692",-0.643802408029968,28,600
"b1693",-0.641362693489097,29,600
"b1694",-0.638931001039951,30,600
"b1695",-0.636533530500502,31,600
"b1696",-0.634186340292713,32,600
"b1697",-0.631875773341296,33,600
"b1698",-0.629576126664292,34,600
"b1699",-0.627448957408578,35,600
"b1700",-0.625215052689172,36,600
"b1701",-0.622987065309484,37,600
"b1702",-0.620764837641701,38,600
"b1703",-0.618526374298746,39,600
"b1704",-0.616401601752726,40,600
"b1705",-0.614339294943057,41,600
"b1706",-0.612282045877761,42,600
"b1707",-0.610142741289966,43,600
"b1708",-0.607869935310379,44,600
"b1709",-0.605574051260119,45,600
"b1710",-0.603359505093002,46,600
"b1711",-0.601158160696061,47,600
"b1712",-0.598903273936727,48,600
"b1713",-0.596628295268175,49,600
"b1714",-0.594364502497173,50,600
"b1715",-0.715537615567387,2,567
"b1716",-0.71114965536853,3,567
"b1717",-0.704381777323769,4,567
"b1718",-0.698471032271727,5,567
"b1719",-0.692413358937993,6,567
"b1720",-0.686831807603972,7,567
"b1721",-0.681845626842107,8,567
"b1722",-0.677157087231597,9,567
"b1723",-0.672243788763411,10,567
"b1724",-0.668190023818339,11,567
"b1725",-0.664488455518587,12,567
"b1726",-0.661047322243184,13,567
"b1727",-0.657717495975846,14,567
"b1728",-0.654297799495168,15,567
"b1729",-0.651019539993728,16,567
"b1730",-0.64781406658301,17,567
"b1731",-0.644610062104065,18,567
"b1732",-0.641571741062703,19,567
"b1733",-0.638673799877472,20,567
"b1734",-0.635579192426793,21,567
"b1735",-0.632580976070661,22,567
"b1736",-0.629763277329525,23,567
"b1737",-0.626879861107946,24,567
"b1738",-0.624103260647563,25,567
"b1739",-0.621476722858298,26,567
"b1740",-0.618776895945317,27,567
"b1741",-0.61604661401973,28,567
"b1742",-0.613460092757428,29,567
"b1743",-0.610910794837648,30,567
"b1744",-0.608482308512393,31,567
"b1745",-0.606138132746164,32,567
"b1746",-0.603817608293803,33,567
"b1747",-0.601557996435138,34,567
"b1748",-0.599317490296118,35,567
"b1749",-0.596979057876785,36,567
"b1750",-0.594645998266785,37,567
"b1751",-0.592320091825034,38,567
"b1752",-0.590136364448111,39,567
"b1753",-0.587970376084311,40,567
"b1754",-0.585797963109694,41,567
"b1755",-0.583623252083978,42,567
"b1756",-0.581288889945662,43,567
"b1757",-0.57896444474416,44,567
"b1758",-0.576634787352036,45,567
"b1759",-0.574316718188709,46,567
"b1760",-0.571916583133128,47,567
"b1761",-0.56948076219051,48,567
"b1762",-0.567144209094361,49,567
"b1763",-0.564781417574774,50,567
"b1764",-0.765855402214261,2,659
"b1765",-0.751460258317711,3,659
"b1766",-0.740475667877014,4,659
"b1767",-0.732100812655885,5,659
"b1768",-0.724966578755581,6,659
"b1769",-0.718471607031571,7,659
"b1770",-0.71277724034495,8,659
"b1771",-0.708290207430011,9,659
"b1772",-0.703804741602514,10,659
"b1773",-0.699581378044179,11,659
"b1774",-0.695911490244096,12,659
"b1775",-0.692208063363639,13,659
"b1776",-0.688574529401877,14,659
"b1777",-0.685008481232971,15,659
"b1778",-0.681547282861082,16,659
"b1779",-0.67817045807436,17,659
"b1780",-0.674904344904725,18,659
"b1781",-0.67192700065286,19,659
"b1782",-0.66903589813725,20,659
"b1783",-0.666370182659929,21,659
"b1784",-0.663714200785483,22,659
"b1785",-0.661245768675203,23,659
"b1786",-0.658736398025042,24,659
"b1787",-0.656149011635832,25,659
"b1788",-0.653515516492831,26,659
"b1789",-0.650932459677717,27,659
"b1790",-0.648457162053761,28,659
"b1791",-0.646127994689689,29,659
"b1792",-0.643746629908394,30,659
"b1793",-0.641560978721768,31,659
"b1794",-0.639280219721438,32,659
"b1795",-0.63708971197636,33,659
"b1796",-0.634935290815016,34,659
"b1797",-0.632800026574845,35,659
"b1798",-0.630687410023913,36,659
"b1799",-0.628461488704573,37,659
"b1800",-0.626119774602342,38,659
"b1801",-0.623846976227252,39,659
"b1802",-0.621547926120242,40,659
"b1803",-0.61928394973156,41,659
"b1804",-0.61695393774478,42,659
"b1805",-0.614827646315122,43,659
"b1806",-0.612756189103023,44,659
"b1807",-0.610720570246306,45,659
"b1808",-0.608663028012298,46,659
"b1809",-0.606607275234621,47,659
"b1810",-0.604528294299275,48,659
"b1811",-0.602478852452566,49,659
"b1812",-0.600523568584269,50,659
"b1813",-0.770787768110624,2,568
"b1814",-0.757782749794046,3,568
"b1815",-0.747960486345047,4,568
"b1816",-0.737395963048653,5,568
"b1817",-0.728347489888705,6,568
"b1818",-0.721229196067882,7,568
"b1819",-0.715090443152592,8,568
"b1820",-0.709589394076712,9,568
"b1821",-0.704457916735159,10,568
"b1822",-0.699790982736013,11,568
"b1823",-0.695383465931431,12,568
"b1824",-0.690994415626229,13,568
"b1825",-0.6868808617337,14,568
"b1826",-0.683095862887179,15,568
"b1827",-0.679291369854069,16,568
"b1828",-0.675475978967836,17,568
"b1829",-0.671639494999527,18,568
"b1830",-0.66784956519731,19,568
"b1831",-0.664325272710422,20,568
"b1832",-0.660898785874181,21,568
"b1833",-0.657551751503374,22,568
"b1834",-0.65450143844477,23,568
"b1835",-0.65149390474422,24,568
"b1836",-0.648643864666567,25,568
"b1837",-0.645723886388502,26,568
"b1838",-0.643108888860049,27,568
"b1839",-0.640637329558848,28,568
"b1840",-0.638249661948533,29,568
"b1841",-0.635784037157279,30,568
"b1842",-0.633393978895948,31,568
"b1843",-0.63100385318573,32,568
"b1844",-0.628830761624077,33,568
"b1845",-0.626680682757008,34,568
"b1846",-0.62461836008056,35,568
"b1847",-0.622428056145609,36,568
"b1848",-0.620279035721634,37,568
"b1849",-0.618134312763064,38,568
"b1850",-0.616004584806779,39,568
"b1851",-0.613753494777287,40,568
"b1852",-0.611420466244322,41,568
"b1853",-0.609045277540152,42,568
"b1854",-0.606707835271787,43,568
"b1855",-0.604471664228941,44,568
"b1856",-0.602165466712696,45,568
"b1857",-0.599923258727584,46,568
"b1858",-0.597763097600461,47,568
"b1859",-0.595413262384618,48,568
"b1860",-0.59315637475717,49,568
"b1861",-0.590917026172073,50,568
"b1862",-0.742457198322984,2,599
"b1863",-0.731716911499546,3,599
"b1864",-0.721824778654183,4,599
"b1865",-0.713508213123255,5,599
"b1866",-0.706408412624366,6,599
"b1867",-0.699685862411271,7,599
"b1868",-0.693525863595736,8,599
"b1869",-0.688170310192804,9,599
"b1870",-0.68388943314068,10,599
"b1871",-0.679660644250722,11,599
"b1872",-0.676005772585631,12,599
"b1873",-0.672567569265243,13,599
"b1874",-0.669186541857995,14,599
"b1875",-0.665870089434474,15,599
"b1876",-0.662671294316575,16,599
"b1877",-0.659667463088376,17,599
"b1878",-0.656834464430047,18,599
"b1879",-0.653949061919368,19,599
"b1880",-0.651062391572361,20,599
"b1881",-0.648222019212276,21,599
"b1882",-0.645512930505991,22,599
"b1883",-0.642871499557407,23,599
"b1884",-0.640150329268188,24,599
"b1885",-0.637561568598974,25,599
"b1886",-0.635139742491507,26,599
"b1887",-0.632669758008682,27,599
"b1888",-0.63019781762292,28,599
"b1889",-0.627741887411814,29,599
"b1890",-0.625320447144996,30,599
"b1891",-0.62285720092492,31,599
"b1892",-0.62048949474441,32,599
"b1893",-0.61827210142087,33,599
"b1894",-0.616226333498815,34,599
"b1895",-0.614192955276329,35,599
"b1896",-0.612108445228222,36,599
"b1897",-0.609893235397788,37,599
"b1898",-0.607581602092921,38,599
"b1899",-0.605284522900836,39,599
"b1900",-0.603059971012818,40,599
"b1901",-0.600828289955958,41,599
"b1902",-0.59852891679557,42,599
"b1903",-0.596291633594305,43,599
"b1904",-0.594204966502086,44,599
"b1905",-0.592008205305778,45,599
"b1906",-0.589848574280161,46,599
"b1907",-0.587591527676229,47,599
"b1908",-0.585331755498121,48,599
"b1909",-0.583094831577938,49,599
"b1910",-0.580858175132359,50,599
"b1911",-0.764602481641379,2,603
"b1912",-0.741259427386435,3,603
"b1913",-0.72511914838898,4,603
"b1914",-0.713698512553549,5,603
"b1915",-0.705201482878801,6,603
"b1916",-0.699011492032721,7,603
"b1917",-0.69319491058513,8,603
"b1918",-0.688100572580943,9,603
"b1919",-0.683686565053025,10,603
"b1920",-0.680015736969197,11,603
"b1921",-0.676627466596668,12,603
"b1922",-0.67331921098522,13,603
"b1923",-0.670076366210585,14,603
"b1924",-0.667037061607993,15,603
"b1925",-0.664272323978233,16,603
"b1926",-0.661551342027245,17,603
"b1927",-0.659034162855787,18,603
"b1928",-0.656404858502983,19,603
"b1929",-0.653722804705093,20,603
"b1930",-0.6512822408032,21,603
"b1931",-0.648858745955835,22,603
"b1932",-0.646278719090278,23,603
"b1933",-0.643581790723237,24,603
"b1934",-0.6411417485934,25,603
"b1935",-0.638669210833564,26,603
"b1936",-0.636188367655227,27,603
"b1937",-0.633737041562355,28,603
"b1938",-0.631201003611385,29,603
"b1939",-0.62873855633922,30,603
"b1940",-0.626367209951718,31,603
"b1941",-0.624245054537338,32,603
"b1942",-0.622181694187016,33,603
"b1943",-0.620071162127489,34,603
"b1944",-0.617964873658216,35,603
"b1945",-0.615856988519907,36,603
"b1946",-0.613829627444027,37,603
"b1947",-0.611670309571451,38,603
"b1948",-0.60964107827897,39,603
"b1949",-0.607646998233055,40,603
"b1950",-0.605595439230826,41,603
"b1951",-0.603426303421574,42,603
"b1952",-0.601193038845097,43,603
"b1953",-0.598971696780993,44,603
"b1954",-0.596921069031217,45,603
"b1955",-0.594846614668186,46,603
"b1956",-0.59277657523292,47,603
"b1957",-0.590805871751049,48,603
"b1958",-0.588746278054627,49,603
"b1959",-0.586569891398022,50,603
"b1960",-0.801294114131079,2,632
"b1961",-0.785002640426727,3,632
"b1962",-0.772203848610305,4,632
"b1963",-0.760619745290574,5,632
"b1964",-0.75021936672783,6,632
"b1965",-0.741843091102771,7,632
"b1966",-0.734541064926341,8,632
"b1967",-0.728070736450288,9,632
"b1968",-0.722143800204475,10,632
"b1969",-0.71695943353902,11,632
"b1970",-0.712115726734512,12,632
"b1971",-0.707347668648692,13,632
"b1972",-0.703083100861422,14,632
"b1973",-0.69907136742774,15,632
"b1974",-0.695335420822063,16,632
"b1975",-0.691799555515169,17,632
"b1976",-0.688482589532751,18,632
"b1977",-0.685421507189145,19,632
"b1978",-0.682273341325612,20,632
"b1979",-0.679096297529707,21,632
"b1980",-0.675822008060197,22,632
"b1981",-0.672636881977466,23,632
"b1982",-0.669642630046682,24,632
"b1983",-0.666853237846798,25,632
"b1984",-0.66421666539892,26,632
"b1985",-0.661486901017814,27,632
"b1986",-0.658720781415653,28,632
"b1987",-0.655977223075215,29,632
"b1988",-0.653482305249508,30,632
"b1989",-0.650859389118706,31,632
"b1990",-0.648292124250619,32,632
"b1991",-0.645704383171766,33,632
"b1992",-0.643126369095344,34,632
"b1993",-0.640645181782333,35,632
"b1994",-0.638178589430108,36,632
"b1995",-0.635804662089369,37,632
"b1996",-0.633553032393461,38,632
"b1997",-0.631470331454148,39,632
"b1998",-0.629434462016462,40,632
"b1999",-0.627454401360412,41,632
"b2000",-0.625374097357752,42,632
"b2001",-0.623226472444956,43,632
"b2002",-0.621112457166626,44,632
"b2003",-0.619060128522074,45,632
"b2004",-0.617088841586555,46,632
"b2005",-0.615136218287946,47,632
"b2006",-0.613203812611343,48,632
"b2007",-0.611248823738247,49,632
"b2008",-0.609210476228151,50,632
"b2009",-0.773759351379351,2,785
"b2010",-0.753628429969789,3,785
"b2011",-0.739516764304695,4,785
"b2012",-0.730621259631922,5,785
"b2013",-0.722851804138501,6,785
"b2014",-0.715900346620004,7,785
"b2015",-0.709462442211735,8,785
"b2016",-0.703488746747556,9,785
"b2017",-0.69782687724179,10,785
"b2018",-0.692820455312735,11,785
"b2019",-0.688046663953264,12,785
"b2020",-0.68405120418973,13,785
"b2021",-0.680277176544109,14,785
"b2022",-0.676614115078419,15,785
"b2023",-0.673252193441102,16,785
"b2024",-0.669971176289896,17,785
"b2025",-0.666855462094703,18,785
"b2026",-0.663689277433303,19,785
"b2027",-0.660649709148961,20,785
"b2028",-0.657721741169864,21,785
"b2029",-0.654972102378426,22,785
"b2030",-0.652338094175468,23,785
"b2031",-0.649728138997644,24,785
"b2032",-0.64709397607657,25,785
"b2033",-0.644426357241293,26,785
"b2034",-0.641837976066871,27,785
"b2035",-0.639375862189467,28,785
"b2036",-0.636943978432853,29,785
"b2037",-0.634516752384992,30,785
"b2038",-0.632051354715027,31,785
"b2039",-0.629714535952789,32,785
"b2040",-0.627339144612021,33,785
"b2041",-0.624928820843429,34,785
"b2042",-0.622500344273728,35,785
"b2043",-0.620128444562147,36,785
"b2044",-0.617879298459641,37,785
"b2045",-0.615622343583504,38,785
"b2046",-0.613389840012723,39,785
"b2047",-0.611131310958789,40,785
"b2048",-0.608764120989549,41,785
"b2049",-0.606543595557895,42,785
"b2050",-0.604348038099392,43,785
"b2051",-0.602302701471137,44,785
"b2052",-0.600267782296497,45,785
"b2053",-0.598097513609541,46,785
"b2054",-0.59588081544558,47,785
"b2055",-0.593715801318937,48,785
"b2056",-0.591502663053445,49,785
"b2057",-0.589374308713882,50,785
"b2058",-0.749349206083342,2,815
"b2059",-0.742916269230757,3,815
"b2060",-0.736237847786348,4,815
"b2061",-0.728917372983974,5,815
"b2062",-0.721992400950503,6,815
"b2063",-0.715752713518269,7,815
"b2064",-0.710542843806048,8,815
"b2065",-0.705499599680837,9,815
"b2066",-0.70073403148183,10,815
"b2067",-0.696571983170841,11,815
"b2068",-0.6923359173242,12,815
"b2069",-0.688481286981913,13,815
"b2070",-0.684814291995091,14,815
"b2071",-0.681132285162849,15,815
"b2072",-0.677569528306966,16,815
"b2073",-0.674130216909708,17,815
"b2074",-0.670869807330351,18,815
"b2075",-0.667817652116565,19,815
"b2076",-0.664805685892889,20,815
"b2077",-0.661886622658804,21,815
"b2078",-0.659052476130584,22,815
"b2079",-0.65622043271424,23,815
"b2080",-0.653439110318077,24,815
"b2081",-0.65073252230587,25,815
"b2082",-0.648219750621056,26,815
"b2083",-0.64560740850457,27,815
"b2084",-0.643158671868897,28,815
"b2085",-0.640808069721581,29,815
"b2086",-0.638514366501826,30,815
"b2087",-0.636274407680098,31,815
"b2088",-0.634069585283359,32,815
"b2089",-0.631820934312121,33,815
"b2090",-0.629588556281216,34,815
"b2091",-0.627318314853268,35,815
"b2092",-0.625174498974832,36,815
"b2093",-0.623163643718864,37,815
"b2094",-0.621169027087171,38,815
"b2095",-0.619114247388398,39,815
"b2096",-0.616982644325127,40,815
"b2097",-0.614826295652786,41,815
"b2098",-0.612566253268222,42,815
"b2099",-0.610393408104743,43,815
"b2100",-0.608222994801608,44,815
"b2101",-0.606050228867064,45,815
"b2102",-0.604036257852297,46,815
"b2103",-0.601995529856926,47,815
"b2104",-0.600039485036519,48,815
"b2105",-0.597986738550697,49,815
"b2106",-0.595791840554453,50,815
"b2107",-0.800575259085571,2,802
"b2108",-0.783634103139435,3,802
"b2109",-0.77036860387906,4,802
"b2110",-0.760252509590623,5,802
"b2111",-0.751783159014385,6,802
"b2112",-0.744475223475138,7,802
"b2113",-0.73823359029791,8,802
"b2114",-0.732765990182829,9,802
"b2115",-0.727474209550453,10,802
"b2116",-0.722918550862858,11,802
"b2117",-0.718959172458182,12,802
"b2118",-0.715362275273944,13,802
"b2119",-0.711853011002728,14,802
"b2120",-0.708533780341732,15,802
"b2121",-0.705126834840268,16,802
"b2122",-0.701848381991501,17,802
"b2123",-0.698712897945592,18,802
"b2124",-0.6959750882972,19,802
"b2125",-0.693432806641678,20,802
"b2126",-0.690816791584673,21,802
"b2127",-0.688205347210167,22,802
"b2128",-0.685630757503951,23,802
"b2129",-0.68317362974671,24,802
"b2130",-0.680705836285923,25,802
"b2131",-0.678165105678211,26,802
"b2132",-0.675733003501991,27,802
"b2133",-0.673300403552145,28,802
"b2134",-0.670984987674146,29,802
"b2135",-0.668631487235058,30,802
"b2136",-0.666220478011117,31,802
"b2137",-0.663960475231989,32,802
"b2138",-0.661670786607313,33,802
"b2139",-0.659342354185053,34,802
"b2140",-0.65696834744878,35,802
"b2141",-0.654675531289565,36,802
"b2142",-0.652298901551859,37,802
"b2143",-0.649931366007572,38,802
"b2144",-0.647568036692362,39,802
"b2145",-0.645305330071062,40,802
"b2146",-0.643034259595515,41,802
"b2147",-0.640969296222154,42,802
"b2148",-0.638963884170165,43,802
"b2149",-0.636912147023361,44,802
"b2150",-0.634846208462495,45,802
"b2151",-0.632835269859385,46,802
"b2152",-0.630815611650169,47,802
"b2153",-0.628686070404972,48,802
"b2154",-0.626627360427303,49,802
"b2155",-0.624447454617202,50,802
"b2156",-0.784849637356604,2,626
"b2157",-0.767462667049167,3,626
"b2158",-0.755972643267891,4,626
"b2159",-0.747504106977032,5,626
"b2160",-0.739501038970317,6,626
"b2161",-0.732444684944815,7,626
"b2162",-0.726531910254406,8,626
"b2163",-0.720948189506513,9,626
"b2164",-0.715811872622525,10,626
"b2165",-0.710879997925217,11,626
"b2166",-0.706265609169896,12,626
"b2167",-0.701687238545855,13,626
"b2168",-0.696996269904439,14,626
"b2169",-0.692403652358673,15,626
"b2170",-0.688192362650057,16,626
"b2171",-0.684258173444902,17,626
"b2172",-0.680405848592992,18,626
"b2173",-0.676557950084858,19,626
"b2174",-0.672909784823753,20,626
"b2175",-0.669396736677816,21,626
"b2176",-0.666059632196847,22,626
"b2177",-0.662835597527985,23,626
"b2178",-0.659830911133452,24,626
"b2179",-0.657058942317854,25,626
"b2180",-0.654382971448409,26,626
"b2181",-0.651630885191928,27,626
"b2182",-0.649031121293348,28,626
"b2183",-0.646517137473757,29,626
"b2184",-0.644254978694322,30,626
"b2185",-0.642021702934039,31,626
"b2186",-0.63980920078684,32,626
"b2187",-0.637678155796612,33,626
"b2188",-0.63545402708924,34,626
"b2189",-0.633292360692474,35,626
"b2190",-0.631382096701233,36,626
"b2191",-0.629421976543846,37,626
"b2192",-0.627455863203909,38,626
"b2193",-0.625347027797448,39,626
"b2194",-0.623337150018003,40,626
"b2195",-0.621345245468675,41,626
"b2196",-0.619373111525544,42,626
"b2197",-0.617540051129649,43,626
"b2198",-0.615685850000869,44,626
"b2199",-0.613801522208539,45,626
"b2200",-0.611882641529488,46,626
"b2201",-0.609979222954134,47,626
"b2202",-0.608050350375351,48,626
"b2203",-0.606019957157813,49,626
"b2204",-0.604004825588251,50,626
"b2205",-0.752415511558056,2,649
"b2206",-0.733312737158166,3,649
"b2207",-0.72289027713256,4,649
"b2208",-0.714288265787088,5,649
"b2209",-0.707090618812362,6,649
"b2210",-0.700306512735863,7,649
"b2211",-0.694341618373248,8,649
"b2212",-0.689041369193881,9,649
"b2213",-0.68390261452944,10,649
"b2214",-0.679376177925144,11,649
"b2215",-0.67551512023497,12,649
"b2216",-0.671837256193895,13,649
"b2217",-0.66848875336818,14,649
"b2218",-0.665084628871622,15,649
"b2219",-0.661982743328723,16,649
"b2220",-0.659069622965106,17,649
"b2221",-0.656178915024259,18,649
"b2222",-0.653462333530241,19,649
"b2223",-0.650945515826508,20,649
"b2224",-0.648623572437767,21,649
"b2225",-0.646169117603459,22,649
"b2226",-0.643824785292993,23,649
"b2227",-0.641635181702452,24,649
"b2228",-0.639511818682136,25,649
"b2229",-0.637529030753098,26,649
"b2230",-0.63557558122069,27,649
"b2231",-0.633639577749846,28,649
"b2232",-0.631685519109328,29,649
"b2233",-0.629707798251526,30,649
"b2234",-0.627678962711254,31,649
"b2235",-0.625573945342642,32,649
"b2236",-0.62343759394489,33,649
"b2237",-0.621311785003095,34,649
"b2238",-0.619135699939044,35,649
"b2239",-0.616855871537724,36,649
"b2240",-0.614578981859547,37,649
"b2241",-0.612351266119041,38,649
"b2242",-0.610394157881032,39,649
"b2243",-0.608514671182347,40,649
"b2244",-0.606730427944835,41,649
"b2245",-0.604891853027596,42,649
"b2246",-0.603169816915652,43,649
"b2247",-0.601342301247981,44,649
"b2248",-0.599505025024944,45,649
"b2249",-0.597554106708763,46,649
"b2250",-0.595576423077413,47,649
"b2251",-0.59362637969227,48,649
"b2252",-0.591863389237537,49,649
"b2253",-0.590045277535035,50,649
"b2254",-0.790847356400324,2,572
"b2255",-0.770954611687002,3,572
"b2256",-0.757907663311226,4,572
"b2257",-0.747690411079593,5,572
"b2258",-0.738598392205801,6,572
"b2259",-0.730899724467537,7,572
"b2260",-0.724139484410206,8,572
"b2261",-0.717962408378164,9,572
"b2262",-0.712866166085348,10,572
"b2263",-0.707783463315491,11,572
"b2264",-0.703347709558861,12,572
"b2265",-0.69954232632769,13,572
"b2266",-0.695773792514737,14,572
"b2267",-0.691994576835091,15,572
"b2268",-0.688629338003335,16,572
"b2269",-0.685246433970802,17,572
"b2270",-0.682063762724211,18,572
"b2271",-0.67906688507452,19,572
"b2272",-0.676225588932953,20,572
"b2273",-0.673497192464757,21,572
"b2274",-0.670573500060011,22,572
"b2275",-0.667742806360916,23,572
"b2276",-0.664867633636039,24,572
"b2277",-0.662157789925179,25,572
"b2278",-0.659413478175104,26,572
"b2279",-0.656762488048416,27,572
"b2280",-0.654150665862589,28,572
"b2281",-0.651522143709261,29,572
"b2282",-0.648898214510733,30,572
"b2283",-0.646302941364778,31,572
"b2284",-0.643775246199832,32,572
"b2285",-0.641418188262444,33,572
"b2286",-0.639069159590772,34,572
"b2287",-0.636720811421598,35,572
"b2288",-0.634313879036441,36,572
"b2289",-0.631852803577863,37,572
"b2290",-0.629406673224613,38,572
"b2291",-0.627095702097393,39,572
"b2292",-0.624739872981983,40,572
"b2293",-0.622430082922619,41,572
"b2294",-0.620210882944276,42,572
"b2295",-0.617819613825944,43,572
"b2296",-0.615490531407115,44,572
"b2297",-0.613303928143492,45,572
"b2298",-0.611185687236185,46,572
"b2299",-0.6090735882175,47,572
"b2300",-0.606941075992425,48,572
"b2301",-0.604606728258838,49,572
"b2302",-0.60241804933511,50,572
"b2303",-0.783053868920201,2,583
"b2304",-0.766772176676997,3,583
"b2305",-0.753336632757588,4,583
"b2306",-0.744305018136667,5,583
"b2307",-0.736223480904835,6,583
"b2308",-0.729371325368416,7,583
"b2309",-0.723412534366618,8,583
"b2310",-0.717947519394517,9,583
"b2311",-0.713214247655963,10,583
"b2312",-0.708636619650944,11,583
"b2313",-0.70451013319106,12,583
"b2314",-0.700471430061038,13,583
"b2315",-0.696643348162582,14,583
"b2316",-0.692694954193063,15,583
"b2317",-0.688817196946324,16,583
"b2318",-0.685256762829508,17,583
"b2319",-0.681759869714251,18,583
"b2320",-0.678156049313613,19,583
"b2321",-0.674501122931877,20,583
"b2322",-0.671092679891549,21,583
"b2323",-0.667831843888396,22,583
"b2324",-0.664859420595663,23,583
"b2325",-0.661924233048528,24,583
"b2326",-0.659061475344236,25,583
"b2327",-0.656326052966777,26,583
"b2328",-0.653530757198157,27,583
"b2329",-0.650811461557586,28,583
"b2330",-0.648159124095437,29,583
"b2331",-0.645639664839181,30,583
"b2332",-0.643154750472132,31,583
"b2333",-0.640684597962993,32,583
"b2334",-0.638230431886351,33,583
"b2335",-0.635816632631025,34,583
