"dt_partition","time_frame","dataset_name","X","N","rmse_flex_model_simple","rmse_constraint_model_simple","rmse_flex_model_complex","rmse_constraint_model_complex","rmse_tailored_flex_lm","rmse_tailored_constr_lm"
"monthly","2013-5-","dba",11,802,0.230234320395494,0.0169562967404989,0.227948941164874,0.0174835015697902,0.0169235572660205,0.0166376086005183
"monthly","2013-5-","dba",12,802,0.24340200705052,0.017550221542866,0.241071896615117,0.0182120470925084,0.0167185922330717,0.0172859796720381
"monthly","2013-5-","dba",13,802,0.255709755741791,0.0178594871991224,0.253389461116437,0.0186502976930966,0.0164782031717884,0.0176214218611423
"monthly","2013-5-","dba",14,802,0.267157135515714,0.0180937392171102,0.264889030991773,0.0189953179048004,0.0168299595583394,0.0178740673204589
"monthly","2013-5-","dba",15,802,0.278086136472635,0.0182481157318535,0.27590244898408,0.0192483947276981,0.0170923511167929,0.0180376765775693
"monthly","2013-5-","dba",16,802,0.288812270977352,0.0186551464983463,0.286738406286585,0.0197089364050143,0.0174229126681774,0.0184617497764731
"monthly","2013-5-","dba",17,802,0.29926470483401,0.0190848493847989,0.297321090783399,0.0201748557686059,0.0174998626471634,0.0189024833868926
"monthly","2013-5-","dba",18,802,0.309456314748548,0.0195123321919483,0.307659716009629,0.0206281178019507,0.0173144084833726,0.0193335919865813
"monthly","2013-5-","dba",19,802,0.319056208124933,0.0197281309682962,0.317420949292239,0.0208962197702249,0.017077240791872,0.0195292610203052
"monthly","2013-5-","dba",20,802,0.328294630247241,0.019926512716909,0.326832650838972,0.0211514022770901,0.0167964656124043,0.0196915503253251
"monthly","2013-5-","dba",21,802,0.337290509971172,0.020131839787059,0.336012057700877,0.0213963198000516,0.0164758886484663,0.0198573459931555
"monthly","2013-5-","dba",22,802,0.345823236426088,0.0203259224129629,0.34473753640523,0.0216174951962888,0.0165660136423978,0.0200052930739467
"monthly","2013-5-","dba",23,802,0.354162607113987,0.0205472016768411,0.353277384400783,0.0218524036247109,0.0165591996279788,0.0201727076451044
"monthly","2013-5-","dba",24,802,0.362130167124048,0.0207094366064231,0.361452506944429,0.0220243159670957,0.0166493661587785,0.0202660680381818
"monthly","2013-5-","dba",25,802,0.369951336592235,0.0209459127195745,0.369487457475046,0.0222481996552997,0.0167301816990728,0.0204310628526706
"monthly","2013-5-","dba",26,802,0.377723826805884,0.0212371606671439,0.377479346432497,0.0225003188487371,0.0166383636500341,0.0206573513653163
"monthly","2013-5-","dba",27,802,0.385222559197404,0.0214398704901479,0.385202830153638,0.0226579388436768,0.0165089367568122,0.0207836477258506
"monthly","2013-5-","dba",28,802,0.392511290128883,0.0216474273395225,0.392721294459168,0.0228044312908002,0.0164709740261822,0.0209130921842926
"monthly","2013-5-","dba",29,802,0.399588858567622,0.0218147098006458,0.400033236451453,0.0229046108646571,0.0163524227016665,0.0209859929222481
